origin,op_unique_carrier,dep_hour,total,delayed,delay_rate
RSW,B6,18,8,5,0.625
RSW,B6,19,10,8,0.8
RSW,DL,5,6,1,0.1667
RSW,DL,6,12,0,0.0
RSW,DL,7,6,0,0.0
RSW,DL,8,12,0,0.0
RSW,DL,11,24,4,0.1667
RSW,DL,12,18,3,0.1667
RSW,DL,14,17,1,0.0588
RSW,DL,15,6,0,0.0
RSW,DL,16,18,0,0.0
RSW,DL,18,7,1,0.1429
RSW,DL,20,8,0,0.0
RSW,F9,5,6,0,0.0
RSW,F9,9,6,0,0.0
RSW,F9,11,5,2,0.4
RSW,F9,14,13,4,0.3077
RSW,F9,15,6,4,0.6667
RSW,F9,16,12,6,0.5
RSW,F9,17,11,6,0.5455
RSW,F9,20,7,2,0.2857
RSW,F9,22,7,0,0.0
RSW,F9,23,5,2,0.4
RSW,MQ,18,6,1,0.1667
RSW,NK,7,5,0,0.0
RSW,NK,8,6,0,0.0
RSW,NK,9,5,1,0.2
RSW,NK,13,6,1,0.1667
RSW,NK,14,6,3,0.5
RSW,NK,16,10,3,0.3
RSW,NK,17,7,2,0.2857
RSW,NK,21,8,2,0.25
RSW,OH,17,5,0,0.0
RSW,UA,6,7,0,0.0
RSW,UA,7,15,1,0.0667
RSW,UA,8,5,1,0.2
RSW,UA,9,18,0,0.0
RSW,UA,10,5,0,0.0
RSW,UA,11,5,0,0.0
RSW,UA,12,15,1,0.0667
RSW,UA,13,10,0,0.0
RSW,UA,14,5,0,0.0
RSW,UA,15,5,0,0.0
RSW,UA,16,5,1,0.2
RSW,UA,17,10,0,0.0
RSW,UA,19,5,0,0.0
RSW,UA,20,5,2,0.4
RSW,WN,5,10,0,0.0
RSW,WN,6,5,0,0.0
RSW,WN,7,6,0,0.0
RSW,WN,8,5,0,0.0
RSW,WN,9,6,0,0.0
RSW,WN,10,6,0,0.0
RSW,WN,11,8,2,0.25
RSW,WN,12,9,3,0.3333
RSW,WN,13,5,0,0.0
RSW,WN,16,6,2,0.3333
RSW,WN,17,10,9,0.9
RSW,WN,18,6,4,0.6667
RSW,WN,19,6,4,0.6667
RSW,WN,20,5,1,0.2
RSW,WN,21,6,4,0.6667
SAF,OO,6,5,1,0.2
SAF,OO,17,5,1,0.2
SAF,OO,18,5,0,0.0
SAN,AA,6,30,4,0.1333
SAN,AA,7,17,1,0.0588
SAN,AA,8,6,1,0.1667
SAN,AA,9,10,1,0.1
SAN,AA,10,11,5,0.4545
SAN,AA,12,12,4,0.3333
SAN,AA,13,11,6,0.5455
SAN,AA,14,10,5,0.5
SAN,AA,16,10,3,0.3
SAN,AA,21,12,2,0.1667
SAN,AA,22,12,2,0.1667
SAN,AS,6,5,0,0.0
SAN,AS,7,18,2,0.1111
SAN,AS,8,27,7,0.2593
SAN,AS,9,5,1,0.2
SAN,AS,10,22,3,0.1364
SAN,AS,11,6,0,0.0
SAN,AS,12,5,0,0.0
SAN,AS,14,15,1,0.0667
SAN,AS,16,6,3,0.5
SAN,AS,17,6,1,0.1667
SAN,AS,18,5,1,0.2
SAN,AS,19,6,2,0.3333
SAN,AS,20,11,2,0.1818
SAN,AS,22,10,1,0.1
SAN,B6,12,6,0,0.0
SAN,B6,14,6,2,0.3333
SAN,B6,20,6,1,0.1667
SAN,B6,21,7,4,0.5714
SAN,DL,6,24,1,0.0417
SAN,DL,7,12,0,0.0
SAN,DL,9,6,3,0.5
SAN,DL,10,6,0,0.0
SAN,DL,11,12,2,0.1667
SAN,DL,12,6,0,0.0
SAN,DL,13,23,2,0.087
SAN,DL,14,6,0,0.0
SAN,DL,15,6,1,0.1667
SAN,DL,17,6,0,0.0
SAN,DL,21,12,1,0.0833
SAN,F9,6,6,0,0.0
SAN,F9,14,8,1,0.125
SAN,F9,15,6,0,0.0
SAN,HA,7,6,1,0.1667
SAN,HA,8,6,4,0.6667
SAN,NK,6,5,0,0.0
SAN,OO,6,14,2,0.1429
SAN,OO,8,11,2,0.1818
SAN,OO,9,12,0,0.0
SAN,OO,10,7,2,0.2857
SAN,OO,11,15,0,0.0
SAN,OO,13,12,2,0.1667
SAN,OO,14,13,2,0.1538
SAN,OO,15,17,3,0.1765
SAN,OO,18,15,2,0.1333
SAN,OO,19,17,3,0.1765
SAN,OO,20,13,2,0.1538
SAN,OO,21,8,2,0.25
SAN,UA,6,5,0,0.0
SAN,UA,7,9,0,0.0
SAN,UA,8,10,1,0.1
SAN,UA,9,5,0,0.0
SAN,UA,10,15,1,0.0667
SAN,UA,11,10,0,0.0
SAN,UA,12,10,0,0.0
SAN,UA,13,14,1,0.0714
SAN,UA,14,5,0,0.0
SAN,UA,15,5,0,0.0
SAN,UA,16,10,0,0.0
SAN,UA,17,5,0,0.0
SAN,UA,18,5,0,0.0
SAN,UA,19,5,0,0.0
SAN,UA,21,5,0,0.0
SAN,UA,22,10,0,0.0
SAN,WN,6,31,1,0.0323
SAN,WN,7,43,3,0.0698
SAN,WN,8,32,2,0.0625
SAN,WN,9,40,6,0.15
SAN,WN,10,37,5,0.1351
SAN,WN,11,27,3,0.1111
SAN,WN,12,31,4,0.129
SAN,WN,13,28,3,0.1071
SAN,WN,14,26,4,0.1538
SAN,WN,15,30,4,0.1333
SAN,WN,16,36,7,0.1944
SAN,WN,17,29,3,0.1034
SAN,WN,18,45,21,0.4667
SAN,WN,19,29,4,0.1379
SAN,WN,20,35,12,0.3429
SAN,WN,21,14,3,0.2143
SAN,WN,22,6,1,0.1667
SAT,AA,5,5,0,0.0
SAT,AA,6,22,0,0.0
SAT,AA,7,15,2,0.1333
SAT,AA,8,12,4,0.3333
SAT,AA,10,6,0,0.0
SAT,AA,12,11,2,0.1818
SAT,AA,14,17,1,0.0588
SAT,AA,15,5,0,0.0
SAT,AA,16,5,2,0.4
SAT,AA,17,6,2,0.3333
SAT,AA,18,16,2,0.125
SAT,AA,19,6,1,0.1667
SAT,AS,7,6,1,0.1667
SAT,AS,19,5,1,0.2
SAT,B6,14,6,1,0.1667
SAT,DL,5,12,1,0.0833
SAT,DL,6,12,1,0.0833
SAT,DL,7,12,0,0.0
SAT,DL,11,6,0,0.0
SAT,DL,13,5,0,0.0
SAT,DL,14,11,2,0.1818
SAT,DL,15,7,0,0.0
SAT,DL,16,15,1,0.0667
SAT,NK,5,5,0,0.0
SAT,NK,14,6,2,0.3333
SAT,NK,20,6,1,0.1667
SAT,OO,15,5,0,0.0
SAT,UA,5,5,1,0.2
SAT,UA,6,5,0,0.0
SAT,UA,7,15,0,0.0
SAT,UA,8,5,2,0.4
SAT,UA,9,5,0,0.0
SAT,UA,12,5,0,0.0
SAT,UA,13,10,1,0.1
SAT,UA,14,5,0,0.0
SAT,UA,15,5,2,0.4
SAT,UA,16,10,1,0.1
SAT,UA,17,5,0,0.0
SAT,WN,5,14,1,0.0714
SAT,WN,6,28,2,0.0714
SAT,WN,7,14,0,0.0
SAT,WN,8,15,1,0.0667
SAT,WN,10,12,2,0.1667
SAT,WN,11,25,4,0.16
SAT,WN,12,13,0,0.0
SAT,WN,13,16,2,0.125
SAT,WN,15,10,0,0.0
SAT,WN,16,28,11,0.3929
SAT,WN,17,20,9,0.45
SAT,WN,18,10,5,0.5
SAT,WN,19,14,2,0.1429
SAT,WN,21,13,1,0.0769
SAV,9E,7,6,0,0.0
SAV,9E,9,6,0,0.0
SAV,9E,13,6,0,0.0
SAV,9E,14,6,0,0.0
SAV,AA,5,5,1,0.2
SAV,AA,6,6,2,0.3333
SAV,DL,5,5,1,0.2
SAV,DL,6,6,0,0.0
SAV,DL,10,5,1,0.2
SAV,DL,12,6,0,0.0
SAV,DL,15,6,0,0.0
SAV,DL,19,5,1,0.2
SAV,MQ,6,6,0,0.0
SAV,MQ,17,6,2,0.3333
SAV,MQ,18,6,2,0.3333
SAV,OH,6,6,1,0.1667
SAV,OH,7,11,3,0.2727
SAV,OH,11,5,0,0.0
SAV,OH,13,5,0,0.0
SAV,OH,16,5,0,0.0
SAV,OH,18,5,0,0.0
SAV,UA,10,5,1,0.2
SAV,UA,15,5,0,0.0
SAV,UA,16,5,1,0.2
SAV,WN,14,5,0,0.0
SAV,WN,17,5,3,0.6
SAV,WN,19,5,2,0.4
SAV,YX,9,8,0,0.0
SBA,AA,5,6,0,0.0
SBA,AA,12,6,1,0.1667
SBA,AA,16,6,4,0.6667
SBA,AS,16,6,1,0.1667
SBA,OO,6,10,0,0.0
SBA,OO,8,5,0,0.0
SBA,UA,5,5,1,0.2
SBA,UA,13,5,2,0.4
SBA,UA,14,5,0,0.0
SBA,UA,19,5,2,0.4
SBA,WN,6,5,0,0.0
SBA,WN,16,5,2,0.4
SBN,OH,6,6,0,0.0
SBN,OH,11,5,0,0.0
SBN,OH,17,5,1,0.2
SBN,OO,6,5,0,0.0
SBN,OO,7,15,4,0.2667
SBN,OO,8,5,1,0.2
SBN,OO,9,5,0,0.0
SBN,OO,13,10,0,0.0
SBN,OO,16,10,2,0.2
SBP,AA,6,6,0,0.0
SBP,AA,12,6,3,0.5
SBP,OO,6,10,0,0.0
SBP,OO,8,5,0,0.0
SBP,OO,12,10,0,0.0
SBP,OO,14,5,1,0.2
SBP,OO,16,5,0,0.0
SBP,OO,17,5,0,0.0
SBP,OO,18,5,2,0.4
SBP,OO,19,5,0,0.0
SBP,UA,5,5,0,0.0
SCE,OO,6,5,0,0.0
SCE,OO,17,5,2,0.4
SDF,9E,7,6,1,0.1667
SDF,9E,17,6,1,0.1667
SDF,AA,5,6,2,0.3333
SDF,AA,6,6,1,0.1667
SDF,AA,7,6,0,0.0
SDF,AA,14,6,1,0.1667
SDF,AA,15,5,1,0.2
SDF,DL,6,6,0,0.0
SDF,DL,8,6,1,0.1667
SDF,DL,11,6,0,0.0
SDF,DL,13,5,0,0.0
SDF,DL,17,5,0,0.0
SDF,MQ,5,5,0,0.0
SDF,MQ,10,6,0,0.0
SDF,MQ,17,5,0,0.0
SDF,MQ,18,11,2,0.1818
SDF,NK,6,6,0,0.0
SDF,NK,7,6,5,0.8333
SDF,NK,11,6,3,0.5
SDF,OH,8,6,0,0.0
SDF,OH,11,5,0,0.0
SDF,OH,18,5,0,0.0
SDF,OO,6,5,0,0.0
SDF,OO,17,5,1,0.2
SDF,UA,9,5,0,0.0
SDF,UA,15,5,0,0.0
SDF,WN,6,9,0,0.0
SDF,WN,7,9,0,0.0
SDF,WN,10,6,0,0.0
SDF,WN,11,5,0,0.0
SDF,WN,12,14,0,0.0
SDF,WN,16,9,2,0.2222
SDF,WN,17,10,2,0.2
SDF,YX,6,15,1,0.0667
SDF,YX,7,10,0,0.0
SDF,YX,10,5,2,0.4
SDF,YX,12,5,0,0.0
SDF,YX,14,10,0,0.0
SDF,YX,15,5,0,0.0
SEA,AA,1,5,0,0.0
SEA,AA,5,6,0,0.0
SEA,AA,7,12,0,0.0
SEA,AA,10,6,1,0.1667
SEA,AA,12,6,1,0.1667
SEA,AA,13,16,2,0.125
SEA,AA,22,12,1,0.0833
SEA,AA,23,12,0,0.0
SEA,AS,5,38,3,0.0789
SEA,AS,6,75,2,0.0267
SEA,AS,7,93,13,0.1398
SEA,AS,8,72,14,0.1944
SEA,AS,9,96,27,0.2812
SEA,AS,10,78,21,0.2692
SEA,AS,11,97,30,0.3093
SEA,AS,12,55,14,0.2545
SEA,AS,13,64,11,0.1719
SEA,AS,14,39,7,0.1795
SEA,AS,15,66,13,0.197
SEA,AS,16,43,10,0.2326
SEA,AS,17,82,22,0.2683
SEA,AS,18,68,22,0.3235
SEA,AS,19,46,14,0.3043
SEA,AS,20,53,15,0.283
SEA,AS,21,49,13,0.2653
SEA,AS,22,37,16,0.4324
SEA,AS,23,53,10,0.1887
SEA,B6,21,5,1,0.2
SEA,DL,5,18,0,0.0
SEA,DL,6,32,1,0.0312
SEA,DL,7,35,2,0.0571
SEA,DL,8,27,2,0.0741
SEA,DL,9,49,3,0.0612
SEA,DL,10,8,0,0.0
SEA,DL,11,40,3,0.075
SEA,DL,12,18,0,0.0
SEA,DL,13,23,1,0.0435
SEA,DL,14,17,3,0.1765
SEA,DL,15,45,8,0.1778
SEA,DL,16,7,1,0.1429
SEA,DL,17,18,4,0.2222
SEA,DL,18,21,3,0.1429
SEA,DL,19,42,6,0.1429
SEA,DL,20,16,4,0.25
SEA,DL,21,12,1,0.0833
SEA,DL,22,13,1,0.0769
SEA,DL,23,17,1,0.0588
SEA,HA,7,6,1,0.1667
SEA,HA,9,5,0,0.0
SEA,NK,10,6,0,0.0
SEA,OO,6,9,1,0.1111
SEA,OO,7,19,5,0.2632
SEA,OO,8,19,4,0.2105
SEA,OO,9,24,5,0.2083
SEA,OO,10,9,3,0.3333
SEA,OO,11,25,4,0.16
SEA,OO,12,10,1,0.1
SEA,OO,13,19,6,0.3158
SEA,OO,14,10,3,0.3
SEA,OO,15,33,8,0.2424
SEA,OO,16,5,2,0.4
SEA,OO,17,23,3,0.1304
SEA,OO,18,8,1,0.125
SEA,OO,19,23,4,0.1739
SEA,OO,20,10,1,0.1
SEA,OO,21,6,0,0.0
SEA,OO,22,23,6,0.2609
SEA,OO,23,5,0,0.0
SEA,UA,5,5,1,0.2
SEA,UA,7,14,1,0.0714
SEA,UA,8,10,0,0.0
SEA,UA,9,5,0,0.0
SEA,UA,11,10,0,0.0
SEA,UA,12,11,0,0.0
SEA,UA,13,9,0,0.0
SEA,UA,14,15,3,0.2
SEA,UA,15,5,0,0.0
SEA,UA,19,5,1,0.2
SEA,UA,23,15,3,0.2
SEA,WN,5,15,0,0.0
SEA,WN,6,11,3,0.2727
SEA,WN,8,7,0,0.0
SEA,WN,10,5,1,0.2
SEA,WN,11,12,6,0.5
SEA,WN,13,9,2,0.2222
SEA,WN,14,9,5,0.5556
SEA,WN,15,5,0,0.0
SEA,WN,20,19,10,0.5263
SFB,G4,6,23,2,0.087
SFB,G4,7,12,1,0.0833
SFB,G4,8,13,0,0.0
SFB,G4,9,7,0,0.0
SFB,G4,10,5,0,0.0
SFB,G4,11,15,1,0.0667
SFB,G4,12,23,7,0.3043
SFB,G4,13,8,3,0.375
SFB,G4,14,8,3,0.375
SFB,G4,15,15,4,0.2667
SFB,G4,16,11,2,0.1818
SFB,G4,17,14,1,0.0714
SFB,G4,18,16,5,0.3125
SFB,G4,19,11,5,0.4545
SFB,G4,20,6,3,0.5
SFB,G4,21,5,2,0.4
SFO,AA,0,6,0,0.0
SFO,AA,5,6,0,0.0
SFO,AA,6,18,1,0.0556
SFO,AA,7,12,2,0.1667
SFO,AA,8,12,4,0.3333
SFO,AA,9,6,0,0.0
SFO,AA,10,12,3,0.25
SFO,AA,11,12,1,0.0833
SFO,AA,12,7,1,0.1429
SFO,AA,13,25,3,0.12
SFO,AA,18,8,3,0.375
SFO,AA,22,6,0,0.0
SFO,AA,23,18,5,0.2778
SFO,AS,6,11,2,0.1818
SFO,AS,7,22,3,0.1364
SFO,AS,8,27,3,0.1111
SFO,AS,9,10,3,0.3
SFO,AS,10,10,2,0.2
SFO,AS,11,7,2,0.2857
SFO,AS,12,11,4,0.3636
SFO,AS,13,5,0,0.0
SFO,AS,14,5,1,0.2
SFO,AS,16,5,0,0.0
SFO,AS,17,11,2,0.1818
SFO,AS,18,7,1,0.1429
SFO,AS,19,16,2,0.125
SFO,AS,21,9,3,0.3333
SFO,AS,22,5,1,0.2
SFO,AS,23,10,3,0.3
SFO,B6,8,7,0,0.0
SFO,B6,11,9,1,0.1111
SFO,B6,12,6,3,0.5
SFO,B6,15,5,1,0.2
SFO,B6,20,11,2,0.1818
SFO,B6,23,9,1,0.1111
SFO,DL,5,6,0,0.0
SFO,DL,6,30,2,0.0667
SFO,DL,7,12,2,0.1667
SFO,DL,8,6,0,0.0
SFO,DL,9,11,1,0.0909
SFO,DL,10,12,2,0.1667
SFO,DL,12,25,0,0.0
SFO,DL,13,11,3,0.2727
SFO,DL,14,6,0,0.0
SFO,DL,15,5,1,0.2
SFO,DL,16,10,3,0.3
SFO,DL,17,7,1,0.1429
SFO,DL,22,12,0,0.0
SFO,F9,9,6,0,0.0
SFO,F9,19,6,3,0.5
SFO,F9,23,6,0,0.0
SFO,HA,7,6,1,0.1667
SFO,HA,9,5,0,0.0
SFO,OO,6,7,0,0.0
SFO,OO,8,48,4,0.0833
SFO,OO,9,18,1,0.0556
SFO,OO,10,58,13,0.2241
SFO,OO,11,18,5,0.2778
SFO,OO,12,42,4,0.0952
SFO,OO,13,28,5,0.1786
SFO,OO,14,34,3,0.0882
SFO,OO,15,8,0,0.0
SFO,OO,16,57,8,0.1404
SFO,OO,17,8,1,0.125
SFO,OO,18,42,2,0.0476
SFO,OO,19,50,13,0.26
SFO,OO,20,12,4,0.3333
SFO,OO,21,7,2,0.2857
SFO,OO,22,30,4,0.1333
SFO,OO,23,5,0,0.0
SFO,UA,0,10,0,0.0
SFO,UA,5,15,1,0.0667
SFO,UA,6,10,1,0.1
SFO,UA,7,10,0,0.0
SFO,UA,8,84,3,0.0357
SFO,UA,9,38,5,0.1316
SFO,UA,10,70,10,0.1429
SFO,UA,11,59,13,0.2203
SFO,UA,12,15,2,0.1333
SFO,UA,13,63,11,0.1746
SFO,UA,14,20,6,0.3
SFO,UA,16,80,5,0.0625
SFO,UA,18,50,8,0.16
SFO,UA,19,30,1,0.0333
SFO,UA,21,5,1,0.2
SFO,UA,22,35,5,0.1429
SFO,UA,23,50,6,0.12
SFO,WN,6,14,1,0.0714
SFO,WN,7,9,0,0.0
SFO,WN,8,9,3,0.3333
SFO,WN,9,11,3,0.2727
SFO,WN,10,6,3,0.5
SFO,WN,11,8,4,0.5
SFO,WN,12,5,1,0.2
SFO,WN,13,14,4,0.2857
SFO,WN,14,5,2,0.4
SFO,WN,16,6,2,0.3333
SFO,WN,17,13,7,0.5385
SFO,WN,19,7,3,0.4286
SFO,WN,20,16,6,0.375
SGF,9E,6,6,1,0.1667
SGF,G4,12,5,1,0.2
SGF,G4,20,5,0,0.0
SGF,MQ,5,10,1,0.1
SGF,MQ,6,12,1,0.0833
SGF,MQ,8,5,1,0.2
SGF,MQ,10,6,1,0.1667
SGF,MQ,12,12,3,0.25
SGF,MQ,14,6,2,0.3333
SGF,MQ,16,7,3,0.4286
SGF,OH,13,5,1,0.2
SGF,OO,8,5,2,0.4
SGF,OO,13,5,0,0.0
SGF,OO,15,5,0,0.0
SGU,OO,6,7,0,0.0
SGU,OO,10,5,0,0.0
SGU,OO,12,5,0,0.0
SHR,OO,5,5,0,0.0
SHV,OH,6,6,0,0.0
SHV,OH,10,5,1,0.2
SHV,OH,12,5,1,0.2
SHV,OH,13,5,2,0.4
SHV,OH,16,5,1,0.2
SHV,OO,6,5,0,0.0
SHV,OO,13,5,0,0.0
SIT,AS,6,5,1,0.2
SIT,AS,11,6,0,0.0
SIT,AS,19,6,1,0.1667
SJC,AA,6,6,0,0.0
SJC,AA,12,6,0,0.0
SJC,AA,14,6,0,0.0
SJC,AS,6,6,0,0.0
SJC,AS,7,7,0,0.0
SJC,AS,8,5,0,0.0
SJC,AS,10,6,0,0.0
SJC,AS,11,5,0,0.0
SJC,AS,12,5,1,0.2
SJC,AS,16,6,1,0.1667
SJC,AS,19,5,0,0.0
SJC,DL,5,6,0,0.0
SJC,DL,6,12,0,0.0
SJC,DL,10,5,1,0.2
SJC,DL,12,6,0,0.0
SJC,DL,17,6,2,0.3333
SJC,HA,9,6,0,0.0
SJC,MQ,6,6,0,0.0
SJC,MQ,12,6,2,0.3333
SJC,NK,7,6,0,0.0
SJC,NK,21,5,2,0.4
SJC,OO,6,17,2,0.1176
SJC,OO,7,7,2,0.2857
SJC,OO,9,13,2,0.1538
SJC,OO,10,6,0,0.0
SJC,OO,12,18,4,0.2222
SJC,OO,13,5,1,0.2
SJC,OO,17,7,0,0.0
SJC,OO,18,10,2,0.2
SJC,OO,19,7,1,0.1429
SJC,UA,8,5,1,0.2
SJC,UA,11,5,0,0.0
SJC,UA,16,5,0,0.0
SJC,UA,23,5,0,0.0
SJC,WN,6,36,0,0.0
SJC,WN,7,44,0,0.0
SJC,WN,8,29,4,0.1379
SJC,WN,9,25,5,0.2
SJC,WN,10,42,3,0.0714
SJC,WN,11,25,3,0.12
SJC,WN,12,22,4,0.1818
SJC,WN,13,21,1,0.0476
SJC,WN,14,31,4,0.129
SJC,WN,15,37,5,0.1351
SJC,WN,16,21,2,0.0952
SJC,WN,17,21,2,0.0952
SJC,WN,18,32,6,0.1875
SJC,WN,19,13,2,0.1538
SJC,WN,20,39,10,0.2564
SJC,WN,21,16,4,0.25
SJT,MQ,6,6,0,0.0
SJT,MQ,10,6,0,0.0
SJU,AA,6,13,2,0.1538
SJU,AA,7,11,0,0.0
SJU,AA,9,5,0,0.0
SJU,AA,12,6,0,0.0
SJU,AA,13,6,0,0.0
SJU,AA,14,12,4,0.3333
SJU,AA,15,6,1,0.1667
SJU,AA,16,18,7,0.3889
SJU,AA,17,6,0,0.0
SJU,AA,19,6,3,0.5
SJU,B6,5,16,4,0.25
SJU,B6,6,11,0,0.0
SJU,B6,9,9,0,0.0
SJU,B6,10,12,2,0.1667
SJU,B6,12,7,3,0.4286
SJU,B6,13,14,5,0.3571
SJU,B6,14,12,4,0.3333
SJU,B6,16,15,12,0.8
SJU,B6,17,7,3,0.4286
SJU,B6,18,13,8,0.6154
SJU,B6,19,10,8,0.8
SJU,B6,20,6,5,0.8333
SJU,B6,21,6,1,0.1667
SJU,B6,22,20,11,0.55
SJU,DL,3,5,0,0.0
SJU,DL,7,6,0,0.0
SJU,DL,8,6,0,0.0
SJU,DL,13,18,0,0.0
SJU,DL,15,12,1,0.0833
SJU,DL,16,6,1,0.1667
SJU,DL,17,6,0,0.0
SJU,DL,18,6,0,0.0
SJU,DL,19,6,0,0.0
SJU,F9,0,18,10,0.5556
SJU,F9,3,9,4,0.4444
SJU,F9,5,6,0,0.0
SJU,F9,7,5,0,0.0
SJU,F9,8,6,0,0.0
SJU,F9,11,7,4,0.5714
SJU,F9,12,6,2,0.3333
SJU,F9,15,9,3,0.3333
SJU,F9,16,11,4,0.3636
SJU,F9,17,14,8,0.5714
SJU,F9,18,5,1,0.2
SJU,F9,19,12,3,0.25
SJU,F9,21,7,4,0.5714
SJU,NK,3,6,0,0.0
SJU,NK,4,6,2,0.3333
SJU,NK,5,6,1,0.1667
SJU,NK,6,7,1,0.1429
SJU,NK,7,10,0,0.0
SJU,NK,13,6,3,0.5
SJU,NK,15,10,4,0.4
SJU,NK,18,5,2,0.4
SJU,NK,21,8,6,0.75
SJU,NK,22,9,3,0.3333
SJU,UA,2,5,0,0.0
SJU,UA,7,5,0,0.0
SJU,UA,8,10,0,0.0
SJU,UA,14,10,1,0.1
SJU,UA,15,5,0,0.0
SJU,UA,16,5,0,0.0
SJU,UA,17,5,2,0.4
SJU,UA,19,5,0,0.0
SJU,WN,5,5,0,0.0
SJU,WN,6,5,0,0.0
SJU,WN,7,5,0,0.0
SJU,WN,11,5,0,0.0
SJU,WN,14,5,0,0.0
SJU,WN,18,5,0,0.0
SLC,AA,5,6,0,0.0
SLC,AA,7,5,0,0.0
SLC,AA,8,6,1,0.1667
SLC,AA,11,6,2,0.3333
SLC,AA,12,12,3,0.25
SLC,AA,13,12,4,0.3333
SLC,AA,14,6,3,0.5
SLC,AA,15,6,2,0.3333
SLC,AA,23,12,1,0.0833
SLC,AS,11,5,0,0.0
SLC,AS,16,6,2,0.3333
SLC,AS,20,5,2,0.4
SLC,B6,6,6,0,0.0
SLC,B6,15,5,0,0.0
SLC,B6,22,6,3,0.5
SLC,B6,23,12,7,0.5833
SLC,DL,0,6,1,0.1667
SLC,DL,6,17,0,0.0
SLC,DL,7,23,2,0.087
SLC,DL,8,75,8,0.1067
SLC,DL,9,66,4,0.0606
SLC,DL,10,42,7,0.1667
SLC,DL,11,124,12,0.0968
SLC,DL,13,32,6,0.1875
SLC,DL,14,26,6,0.2308
SLC,DL,15,94,15,0.1596
SLC,DL,17,105,7,0.0667
SLC,DL,18,16,3,0.1875
SLC,DL,20,5,0,0.0
SLC,DL,21,82,9,0.1098
SLC,DL,22,42,6,0.1429
SLC,DL,23,63,3,0.0476
SLC,F9,5,6,0,0.0
SLC,F9,9,5,0,0.0
SLC,MQ,19,6,1,0.1667
SLC,NK,6,6,0,0.0
SLC,NK,11,5,0,0.0
SLC,OO,5,10,0,0.0
SLC,OO,6,9,0,0.0
SLC,OO,7,5,0,0.0
SLC,OO,8,34,2,0.0588
SLC,OO,9,43,1,0.0233
SLC,OO,10,33,3,0.0909
SLC,OO,11,78,4,0.0513
SLC,OO,12,5,1,0.2
SLC,OO,13,10,1,0.1
SLC,OO,14,12,2,0.1667
SLC,OO,15,60,1,0.0167
SLC,OO,16,30,5,0.1667
SLC,OO,17,42,3,0.0714
SLC,OO,18,10,2,0.2
SLC,OO,20,9,2,0.2222
SLC,OO,21,76,4,0.0526
SLC,OO,22,20,5,0.25
SLC,UA,0,5,0,0.0
SLC,UA,7,10,0,0.0
SLC,UA,10,9,1,0.1111
SLC,UA,12,8,0,0.0
SLC,UA,14,5,3,0.6
SLC,UA,15,5,1,0.2
SLC,UA,16,10,2,0.2
SLC,UA,17,5,0,0.0
SLC,UA,20,5,1,0.2
SLC,WN,5,11,0,0.0
SLC,WN,6,6,0,0.0
SLC,WN,7,17,0,0.0
SLC,WN,9,13,1,0.0769
SLC,WN,10,10,4,0.4
SLC,WN,11,16,4,0.25
SLC,WN,12,15,6,0.4
SLC,WN,13,7,2,0.2857
SLC,WN,14,12,7,0.5833
SLC,WN,15,6,2,0.3333
SLC,WN,17,23,14,0.6087
SLC,WN,18,6,3,0.5
SLC,WN,19,5,2,0.4
SLC,WN,20,13,5,0.3846
SLC,WN,21,8,3,0.375
SLN,OO,15,5,0,0.0
SMF,AA,5,6,2,0.3333
SMF,AA,6,12,0,0.0
SMF,AA,7,6,1,0.1667
SMF,AA,11,6,1,0.1667
SMF,AA,22,6,0,0.0
SMF,AA,23,12,1,0.0833
SMF,AS,6,6,1,0.1667
SMF,AS,18,5,1,0.2
SMF,AS,21,6,1,0.1667
SMF,B6,23,6,2,0.3333
SMF,DL,5,6,0,0.0
SMF,DL,6,6,0,0.0
SMF,DL,7,6,0,0.0
SMF,DL,10,5,1,0.2
SMF,DL,12,6,0,0.0
SMF,DL,13,6,1,0.1667
SMF,DL,17,6,3,0.5
SMF,HA,7,6,0,0.0
SMF,HA,9,6,1,0.1667
SMF,MQ,11,5,1,0.2
SMF,NK,11,6,0,0.0
SMF,NK,20,5,1,0.2
SMF,OO,6,24,3,0.125
SMF,OO,7,10,0,0.0
SMF,OO,9,5,1,0.2
SMF,OO,10,12,0,0.0
SMF,OO,12,26,4,0.1538
SMF,OO,15,7,0,0.0
SMF,OO,16,6,0,0.0
SMF,OO,17,10,1,0.1
SMF,OO,18,6,0,0.0
SMF,UA,5,5,1,0.2
SMF,UA,7,5,0,0.0
SMF,UA,8,8,0,0.0
SMF,UA,10,5,0,0.0
SMF,UA,12,5,0,0.0
SMF,UA,16,5,0,0.0
SMF,UA,23,15,0,0.0
SMF,WN,5,17,0,0.0
SMF,WN,6,35,1,0.0286
SMF,WN,7,25,1,0.04
SMF,WN,8,30,0,0.0
SMF,WN,9,40,3,0.075
SMF,WN,10,30,2,0.0667
SMF,WN,11,21,0,0.0
SMF,WN,12,19,6,0.3158
SMF,WN,13,25,0,0.0
SMF,WN,14,23,2,0.087
SMF,WN,15,26,3,0.1154
SMF,WN,16,32,7,0.2188
SMF,WN,17,17,4,0.2353
SMF,WN,18,25,3,0.12
SMF,WN,19,28,5,0.1786
SMF,WN,20,42,7,0.1667
SMF,WN,21,14,3,0.2143
SNA,AA,6,12,0,0.0
SNA,AA,7,6,0,0.0
SNA,AA,8,6,1,0.1667
SNA,AA,9,9,1,0.1111
