origin,op_unique_carrier,dep_hour,total,delayed,delay_rate
DFW,F9,9,10,4,0.4
DFW,F9,10,6,1,0.1667
DFW,F9,11,6,2,0.3333
DFW,F9,14,11,2,0.1818
DFW,F9,15,5,3,0.6
DFW,F9,17,9,3,0.3333
DFW,F9,22,8,1,0.125
DFW,F9,23,13,3,0.2308
DFW,MQ,7,45,1,0.0222
DFW,MQ,8,131,12,0.0916
DFW,MQ,9,11,4,0.3636
DFW,MQ,10,103,10,0.0971
DFW,MQ,11,48,7,0.1458
DFW,MQ,12,110,13,0.1182
DFW,MQ,13,48,12,0.25
DFW,MQ,14,70,13,0.1857
DFW,MQ,15,18,4,0.2222
DFW,MQ,16,91,8,0.0879
DFW,MQ,17,38,5,0.1316
DFW,MQ,18,82,6,0.0732
DFW,MQ,19,74,11,0.1486
DFW,MQ,20,42,3,0.0714
DFW,MQ,21,71,5,0.0704
DFW,MQ,22,64,3,0.0469
DFW,NK,5,18,2,0.1111
DFW,NK,6,15,1,0.0667
DFW,NK,8,11,3,0.2727
DFW,NK,9,7,2,0.2857
DFW,NK,10,11,0,0.0
DFW,NK,11,6,1,0.1667
DFW,NK,13,14,1,0.0714
DFW,NK,14,5,1,0.2
DFW,NK,15,11,3,0.2727
DFW,NK,16,5,1,0.2
DFW,NK,17,13,3,0.2308
DFW,NK,18,21,8,0.381
DFW,NK,20,8,4,0.5
DFW,OH,8,15,0,0.0
DFW,OH,10,20,3,0.15
DFW,OH,12,5,1,0.2
DFW,OH,13,6,0,0.0
DFW,OH,14,17,4,0.2353
DFW,OH,17,5,1,0.2
DFW,OH,18,11,2,0.1818
DFW,OH,19,11,3,0.2727
DFW,OH,21,8,0,0.0
DFW,OO,8,35,2,0.0571
DFW,OO,10,39,4,0.1026
DFW,OO,12,30,0,0.0
DFW,OO,13,15,1,0.0667
DFW,OO,14,14,1,0.0714
DFW,OO,15,10,2,0.2
DFW,OO,16,30,3,0.1
DFW,OO,17,8,0,0.0
DFW,OO,18,20,4,0.2
DFW,OO,19,15,3,0.2
DFW,OO,20,5,1,0.2
DFW,OO,21,35,5,0.1429
DFW,OO,22,18,0,0.0
DFW,UA,7,20,0,0.0
DFW,UA,9,5,0,0.0
DFW,UA,10,5,0,0.0
DFW,UA,12,5,0,0.0
DFW,UA,13,10,3,0.3
DFW,UA,14,10,1,0.1
DFW,UA,16,5,0,0.0
DFW,UA,17,10,2,0.2
DFW,UA,18,5,2,0.4
DFW,UA,19,5,3,0.6
DHN,9E,6,6,0,0.0
DHN,9E,14,6,0,0.0
DIK,OO,6,5,0,0.0
DIK,OO,17,5,0,0.0
DLH,OO,5,5,0,0.0
DLH,OO,7,5,0,0.0
DLH,OO,15,5,2,0.4
DRO,OO,5,8,1,0.125
DRO,OO,11,5,0,0.0
DRO,OO,12,5,1,0.2
DRO,OO,13,5,0,0.0
DRO,OO,15,5,1,0.2
DRO,OO,16,5,0,0.0
DRO,OO,18,8,0,0.0
DRO,UA,7,5,0,0.0
DSM,9E,6,11,0,0.0
DSM,9E,8,5,0,0.0
DSM,9E,10,5,0,0.0
DSM,9E,12,6,0,0.0
DSM,AA,5,10,0,0.0
DSM,AA,6,6,0,0.0
DSM,AA,11,6,0,0.0
DSM,AA,14,6,2,0.3333
DSM,AA,18,6,2,0.3333
DSM,DL,5,6,0,0.0
DSM,DL,12,5,0,0.0
DSM,DL,18,5,0,0.0
DSM,G4,7,7,2,0.2857
DSM,G4,14,5,1,0.2
DSM,MQ,6,9,1,0.1111
DSM,OH,5,5,0,0.0
DSM,OH,12,5,0,0.0
DSM,OO,5,5,0,0.0
DSM,UA,8,9,0,0.0
DSM,UA,13,5,1,0.2
DSM,UA,17,5,0,0.0
DSM,WN,6,5,0,0.0
DSM,WN,7,5,0,0.0
DSM,WN,12,5,0,0.0
DSM,WN,17,5,2,0.4
DSM,YX,11,5,0,0.0
DSM,YX,15,5,0,0.0
DTW,9E,7,8,1,0.125
DTW,9E,8,36,1,0.0278
DTW,9E,10,82,2,0.0244
DTW,9E,12,18,0,0.0
DTW,9E,14,33,2,0.0606
DTW,9E,15,54,5,0.0926
DTW,9E,16,34,4,0.1176
DTW,9E,19,15,1,0.0667
DTW,9E,20,31,2,0.0645
DTW,9E,21,38,1,0.0263
DTW,9E,22,5,1,0.2
DTW,AA,5,12,0,0.0
DTW,AA,6,6,0,0.0
DTW,AA,8,6,0,0.0
DTW,AA,11,6,0,0.0
DTW,AA,12,6,1,0.1667
DTW,AA,15,5,2,0.4
DTW,AA,16,6,0,0.0
DTW,AA,17,11,1,0.0909
DTW,AA,19,8,0,0.0
DTW,AS,16,6,1,0.1667
DTW,DL,5,5,0,0.0
DTW,DL,6,20,0,0.0
DTW,DL,7,27,2,0.0741
DTW,DL,8,132,16,0.1212
DTW,DL,9,13,0,0.0
DTW,DL,10,87,7,0.0805
DTW,DL,12,69,3,0.0435
DTW,DL,13,11,0,0.0
DTW,DL,14,39,3,0.0769
DTW,DL,15,40,7,0.175
DTW,DL,16,78,9,0.1154
DTW,DL,17,11,1,0.0909
DTW,DL,18,28,2,0.0714
DTW,DL,19,32,3,0.0938
DTW,DL,20,60,4,0.0667
DTW,DL,21,120,13,0.1083
DTW,DL,22,15,1,0.0667
DTW,F9,11,5,0,0.0
DTW,F9,14,6,1,0.1667
DTW,F9,17,5,2,0.4
DTW,F9,21,6,0,0.0
DTW,MQ,18,6,2,0.3333
DTW,NK,5,17,2,0.1176
DTW,NK,7,12,0,0.0
DTW,NK,8,10,0,0.0
DTW,NK,9,22,5,0.2273
DTW,NK,11,6,0,0.0
DTW,NK,12,12,3,0.25
DTW,NK,14,13,2,0.1538
DTW,NK,16,13,5,0.3846
DTW,NK,18,9,2,0.2222
DTW,NK,19,11,2,0.1818
DTW,NK,20,11,2,0.1818
DTW,NK,21,10,6,0.6
DTW,OH,5,10,0,0.0
DTW,OH,11,11,0,0.0
DTW,OO,7,5,0,0.0
DTW,OO,8,24,4,0.1667
DTW,OO,9,5,1,0.2
DTW,OO,10,18,1,0.0556
DTW,OO,12,17,2,0.1176
DTW,OO,13,9,1,0.1111
DTW,OO,14,6,1,0.1667
DTW,OO,15,8,1,0.125
DTW,OO,16,14,1,0.0714
DTW,OO,17,9,3,0.3333
DTW,OO,20,9,1,0.1111
DTW,OO,21,16,2,0.125
DTW,UA,6,5,0,0.0
DTW,UA,8,10,1,0.1
DTW,UA,10,5,0,0.0
DTW,UA,16,5,1,0.2
DTW,WN,5,6,0,0.0
DTW,WN,6,5,0,0.0
DTW,WN,11,6,1,0.1667
DTW,WN,12,5,1,0.2
DTW,WN,13,8,1,0.125
DTW,WN,18,9,3,0.3333
DTW,WN,20,5,1,0.2
DTW,YX,17,10,1,0.1
DTW,YX,19,5,1,0.2
ECP,AA,11,6,0,0.0
ECP,AA,15,6,2,0.3333
ECP,DL,6,6,0,0.0
ECP,DL,9,5,1,0.2
ECP,DL,13,5,0,0.0
ECP,DL,17,6,0,0.0
ECP,OH,6,6,1,0.1667
ECP,OH,16,5,0,0.0
ECP,WN,7,5,1,0.2
ECP,WN,11,5,1,0.2
EGE,AA,10,6,1,0.1667
EGE,AA,11,12,4,0.3333
EGE,AA,12,12,9,0.75
EGE,AA,13,6,2,0.3333
EGE,AA,16,6,2,0.3333
EGE,AA,18,6,0,0.0
EGE,DL,12,6,2,0.3333
EGE,DL,14,6,0,0.0
EGE,OO,7,5,0,0.0
EGE,OO,10,5,3,0.6
EGE,OO,11,5,1,0.2
EGE,OO,12,5,2,0.4
EGE,OO,13,6,1,0.1667
EGE,OO,15,10,1,0.1
EGE,OO,16,10,3,0.3
EGE,UA,11,5,1,0.2
EGE,UA,12,5,4,0.8
EGE,UA,13,5,4,0.8
EGE,UA,15,5,1,0.2
ELM,OO,6,5,1,0.2
ELP,AA,5,6,1,0.1667
ELP,AA,6,10,1,0.1
ELP,AA,8,6,1,0.1667
ELP,AA,11,6,3,0.5
ELP,AA,16,6,1,0.1667
ELP,DL,13,6,1,0.1667
ELP,MQ,6,6,0,0.0
ELP,MQ,9,6,0,0.0
ELP,MQ,13,6,1,0.1667
ELP,MQ,15,5,3,0.6
ELP,OO,8,5,0,0.0
ELP,OO,11,5,0,0.0
ELP,OO,15,5,0,0.0
ELP,OO,18,8,0,0.0
ELP,WN,5,11,0,0.0
ELP,WN,6,14,0,0.0
ELP,WN,7,5,0,0.0
ELP,WN,9,9,0,0.0
ELP,WN,10,6,0,0.0
ELP,WN,11,11,0,0.0
ELP,WN,12,11,1,0.0909
ELP,WN,13,9,2,0.2222
ELP,WN,15,5,2,0.4
ELP,WN,17,17,4,0.2353
ELP,WN,18,15,6,0.4
ELP,WN,19,6,2,0.3333
EUG,AA,5,6,0,0.0
EUG,AA,15,6,1,0.1667
EUG,AS,13,5,1,0.2
EUG,OO,5,5,2,0.4
EUG,OO,6,5,2,0.4
EUG,OO,7,5,0,0.0
EUG,OO,12,5,4,0.8
EUG,OO,13,5,0,0.0
EUG,OO,15,5,0,0.0
EUG,OO,16,5,1,0.2
EUG,UA,5,5,3,0.6
EUG,UA,13,5,0,0.0
EUG,UA,14,5,0,0.0
EUG,WN,6,5,0,0.0
EUG,WN,11,5,0,0.0
EUG,WN,13,5,2,0.4
EUG,WN,17,5,1,0.2
EVV,MQ,6,6,1,0.1667
EVV,MQ,15,6,1,0.1667
EVV,OO,6,5,0,0.0
EWR,9E,10,5,2,0.4
EWR,9E,15,5,0,0.0
EWR,AA,5,11,1,0.0909
EWR,AA,6,18,5,0.2778
EWR,AA,7,13,1,0.0769
EWR,AA,9,11,3,0.2727
EWR,AA,10,6,1,0.1667
EWR,AA,12,11,2,0.1818
EWR,AA,13,6,2,0.3333
EWR,AA,16,6,2,0.3333
EWR,AA,17,10,3,0.3
EWR,AA,18,6,2,0.3333
EWR,AS,7,12,3,0.25
EWR,AS,15,5,1,0.2
EWR,AS,16,5,1,0.2
EWR,AS,17,11,2,0.1818
EWR,AS,18,5,3,0.6
EWR,AS,19,10,4,0.4
EWR,B6,5,8,1,0.125
EWR,B6,6,14,2,0.1429
EWR,B6,7,5,0,0.0
EWR,B6,9,7,1,0.1429
EWR,B6,10,11,1,0.0909
EWR,B6,12,5,1,0.2
EWR,B6,13,7,3,0.4286
EWR,B6,15,8,5,0.625
EWR,B6,16,7,4,0.5714
EWR,B6,17,10,4,0.4
EWR,B6,19,11,5,0.4545
EWR,B6,20,8,5,0.625
EWR,DL,6,18,0,0.0
EWR,DL,7,6,2,0.3333
EWR,DL,8,6,0,0.0
EWR,DL,10,5,0,0.0
EWR,DL,12,12,0,0.0
EWR,DL,13,6,1,0.1667
EWR,DL,14,5,0,0.0
EWR,DL,17,10,2,0.2
EWR,DL,18,14,4,0.2857
EWR,MQ,13,5,3,0.6
EWR,MQ,17,6,2,0.3333
EWR,NK,5,15,0,0.0
EWR,NK,6,16,1,0.0625
EWR,NK,7,5,1,0.2
EWR,NK,8,8,1,0.125
EWR,NK,9,17,3,0.1765
EWR,NK,11,16,0,0.0
EWR,NK,12,10,0,0.0
EWR,NK,13,10,3,0.3
EWR,NK,14,12,4,0.3333
EWR,NK,15,8,4,0.5
EWR,NK,16,9,4,0.4444
EWR,NK,17,15,1,0.0667
EWR,NK,19,8,6,0.75
EWR,NK,22,17,8,0.4706
EWR,UA,5,5,0,0.0
EWR,UA,6,50,1,0.02
EWR,UA,7,96,4,0.0417
EWR,UA,8,56,6,0.1071
EWR,UA,9,50,4,0.08
EWR,UA,10,65,7,0.1077
EWR,UA,11,44,3,0.0682
EWR,UA,12,40,4,0.1
EWR,UA,13,30,1,0.0333
EWR,UA,14,69,6,0.087
EWR,UA,15,41,3,0.0732
EWR,UA,16,44,0,0.0
EWR,UA,17,58,6,0.1034
EWR,UA,18,76,9,0.1184
EWR,UA,19,63,12,0.1905
EWR,UA,20,61,7,0.1148
EWR,UA,21,55,9,0.1636
EWR,YX,6,15,2,0.1333
EWR,YX,8,13,0,0.0
EWR,YX,9,11,0,0.0
EWR,YX,10,19,1,0.0526
EWR,YX,11,20,0,0.0
EWR,YX,12,10,0,0.0
EWR,YX,13,15,0,0.0
EWR,YX,14,10,0,0.0
EWR,YX,15,28,0,0.0
EWR,YX,16,9,0,0.0
EWR,YX,17,10,0,0.0
EWR,YX,18,23,0,0.0
EWR,YX,19,5,0,0.0
EWR,YX,21,14,0,0.0
EYW,9E,7,6,2,0.3333
EYW,AA,7,6,0,0.0
EYW,AA,13,12,5,0.4167
EYW,AA,15,11,6,0.5455
EYW,AA,16,6,4,0.6667
EYW,AA,17,6,3,0.5
EYW,DL,11,6,1,0.1667
EYW,DL,13,6,2,0.3333
EYW,DL,18,6,0,0.0
EYW,MQ,11,6,0,0.0
EYW,MQ,14,9,7,0.7778
EYW,MQ,19,6,0,0.0
EYW,UA,12,5,1,0.2
EYW,UA,14,5,1,0.2
EYW,UA,15,5,1,0.2
EYW,UA,16,5,0,0.0
EYW,YX,11,5,0,0.0
EYW,YX,14,10,0,0.0
EYW,YX,16,5,1,0.2
EYW,YX,18,5,0,0.0
FAI,AS,0,6,1,0.1667
FAI,AS,2,6,2,0.3333
FAI,AS,5,6,1,0.1667
FAI,AS,7,6,0,0.0
FAI,AS,12,6,0,0.0
FAI,AS,15,6,0,0.0
FAI,DL,1,6,0,0.0
FAR,9E,11,5,0,0.0
FAR,DL,5,6,2,0.3333
FAR,MQ,5,6,0,0.0
FAR,MQ,7,6,0,0.0
FAR,MQ,12,6,1,0.1667
FAR,MQ,14,6,0,0.0
FAR,OO,7,5,0,0.0
FAR,OO,8,5,0,0.0
FAR,OO,11,5,0,0.0
FAR,OO,13,5,0,0.0
FAR,OO,14,5,1,0.2
FAR,OO,17,9,2,0.2222
FAT,AA,6,6,1,0.1667
FAT,AA,10,5,0,0.0
FAT,AA,12,12,3,0.25
FAT,AA,23,6,1,0.1667
FAT,AS,9,5,0,0.0
FAT,OO,6,19,0,0.0
FAT,OO,7,10,0,0.0
FAT,OO,9,8,1,0.125
FAT,OO,11,5,0,0.0
FAT,OO,12,5,1,0.2
FAT,OO,14,5,0,0.0
FAT,OO,17,9,0,0.0
FAT,UA,5,5,0,0.0
FAT,UA,13,5,0,0.0
FAT,UA,23,5,0,0.0
FAT,WN,11,5,1,0.2
FAT,WN,15,5,1,0.2
FAT,WN,18,5,1,0.2
FAY,9E,15,6,1,0.1667
FAY,DL,6,6,0,0.0
FAY,OH,6,5,1,0.2
FAY,OH,12,5,0,0.0
FCA,DL,5,6,1,0.1667
FCA,DL,14,6,0,0.0
FCA,OO,11,5,0,0.0
FCA,OO,12,9,3,0.3333
FCA,OO,16,5,1,0.2
FCA,UA,6,5,1,0.2
FCA,UA,14,5,2,0.4
FLG,OO,11,5,0,0.0
FLG,OO,12,5,1,0.2
FLL,9E,11,6,3,0.5
FLL,9E,19,6,2,0.3333
FLL,AA,5,6,0,0.0
FLL,AA,6,11,0,0.0
FLL,AA,7,6,1,0.1667
FLL,AA,8,6,0,0.0
FLL,AA,10,6,1,0.1667
FLL,AA,11,12,3,0.25
FLL,AA,12,6,1,0.1667
FLL,AA,13,12,2,0.1667
FLL,AA,14,18,5,0.2778
FLL,AA,16,6,1,0.1667
FLL,AA,17,18,6,0.3333
FLL,AA,18,6,0,0.0
FLL,AA,19,14,3,0.2143
FLL,AS,7,6,0,0.0
FLL,AS,9,6,0,0.0
FLL,AS,17,5,0,0.0
FLL,AS,18,12,7,0.5833
FLL,AS,19,6,4,0.6667
FLL,B6,5,7,1,0.1429
FLL,B6,6,28,2,0.0714
FLL,B6,7,18,3,0.1667
FLL,B6,8,17,1,0.0588
FLL,B6,9,27,4,0.1481
FLL,B6,10,14,4,0.2857
FLL,B6,11,17,4,0.2353
FLL,B6,12,11,7,0.6364
FLL,B6,13,21,9,0.4286
FLL,B6,14,14,5,0.3571
FLL,B6,15,10,5,0.5
FLL,B6,16,25,12,0.48
FLL,B6,17,25,17,0.68
FLL,B6,18,35,20,0.5714
FLL,B6,19,19,10,0.5263
FLL,B6,20,37,17,0.4595
FLL,B6,21,44,32,0.7273
FLL,DL,6,24,0,0.0
FLL,DL,7,25,0,0.0
FLL,DL,8,11,1,0.0909
FLL,DL,9,8,0,0.0
FLL,DL,10,6,0,0.0
FLL,DL,11,18,4,0.2222
FLL,DL,12,19,3,0.1579
FLL,DL,13,6,3,0.5
FLL,DL,14,28,3,0.1071
FLL,DL,15,18,5,0.2778
FLL,DL,16,7,0,0.0
FLL,DL,17,12,0,0.0
FLL,DL,18,15,3,0.2
FLL,DL,19,11,5,0.4545
FLL,DL,20,10,2,0.2
FLL,F9,5,6,0,0.0
FLL,F9,13,6,1,0.1667
FLL,F9,16,5,2,0.4
FLL,F9,17,5,1,0.2
FLL,G4,6,8,1,0.125
FLL,G4,7,7,3,0.4286
FLL,G4,9,5,2,0.4
FLL,G4,12,8,2,0.25
FLL,G4,14,8,2,0.25
FLL,G4,15,9,5,0.5556
FLL,G4,17,8,4,0.5
FLL,G4,20,5,1,0.2
FLL,NK,6,31,3,0.0968
FLL,NK,7,47,18,0.383
FLL,NK,8,40,16,0.4
FLL,NK,9,14,3,0.2143
FLL,NK,11,6,2,0.3333
FLL,NK,12,18,6,0.3333
FLL,NK,13,20,8,0.4
FLL,NK,14,12,6,0.5
FLL,NK,15,43,18,0.4186
FLL,NK,16,21,13,0.619
FLL,NK,17,6,5,0.8333
FLL,NK,18,37,22,0.5946
FLL,NK,19,39,27,0.6923
FLL,NK,20,36,26,0.7222
FLL,NK,21,39,20,0.5128
FLL,NK,22,6,5,0.8333
FLL,NK,23,10,4,0.4
FLL,UA,6,10,0,0.0
FLL,UA,7,15,0,0.0
FLL,UA,8,15,0,0.0
FLL,UA,9,5,0,0.0
FLL,UA,10,5,0,0.0
FLL,UA,11,10,1,0.1
FLL,UA,12,20,1,0.05
FLL,UA,13,10,1,0.1
FLL,UA,14,5,0,0.0
FLL,UA,15,10,1,0.1
FLL,UA,16,10,1,0.1
FLL,UA,17,5,0,0.0
FLL,UA,18,20,0,0.0
FLL,UA,19,10,1,0.1
FLL,UA,20,10,3,0.3
FLL,WN,5,13,0,0.0
FLL,WN,6,25,1,0.04
FLL,WN,7,12,0,0.0
FLL,WN,9,10,1,0.1
FLL,WN,10,30,8,0.2667
FLL,WN,15,7,2,0.2857
FLL,WN,16,6,0,0.0
FLL,WN,17,23,10,0.4348
FLL,WN,18,21,11,0.5238
FLL,WN,19,35,19,0.5429
FLL,WN,20,10,4,0.4
FLL,WN,21,5,0,0.0
FNT,G4,8,6,0,0.0
FNT,G4,15,6,0,0.0
FSD,AA,6,6,0,0.0
FSD,AA,13,6,4,0.6667
FSD,DL,5,12,1,0.0833
FSD,OO,6,5,1,0.2
FSD,OO,9,5,0,0.0
FSD,OO,11,9,3,0.3333
FSD,OO,13,7,0,0.0
FSD,OO,17,9,0,0.0
FSM,MQ,6,6,1,0.1667
FSM,MQ,10,6,0,0.0
FSM,OO,18,5,1,0.2
FWA,MQ,7,5,1,0.2
FWA,MQ,16,6,0,0.0
FWA,OO,6,5,1,0.2
FWA,OO,7,5,1,0.2
FWA,OO,9,5,0,0.0
FWA,OO,16,9,2,0.2222
GCC,OO,5,5,1,0.2
GCK,OO,5,5,0,0.0
GCK,OO,15,5,1,0.2
GEG,AA,5,6,0,0.0
GEG,AA,6,6,0,0.0
GEG,AA,13,6,1,0.1667
GEG,AA,15,6,1,0.1667
GEG,AS,5,6,1,0.1667
GEG,AS,6,6,0,0.0
GEG,AS,7,6,0,0.0
GEG,AS,8,5,2,0.4
GEG,AS,11,6,1,0.1667
GEG,AS,13,6,0,0.0
GEG,AS,17,6,1,0.1667
GEG,DL,5,12,1,0.0833
GEG,DL,6,10,1,0.1
GEG,DL,10,5,1,0.2
GEG,DL,12,6,1,0.1667
GEG,DL,13,11,1,0.0909
GEG,DL,17,5,1,0.2
GEG,OO,7,10,0,0.0
GEG,OO,9,8,3,0.375
GEG,OO,13,5,1,0.2
GEG,OO,15,7,2,0.2857
GEG,OO,19,10,0,0.0
GEG,UA,5,5,0,0.0
GEG,UA,13,5,2,0.4
GEG,UA,23,5,0,0.0
GEG,WN,5,6,0,0.0
GEG,WN,6,5,1,0.2
GEG,WN,11,6,0,0.0
GEG,WN,12,5,2,0.4
GEG,WN,13,8,2,0.25
GEG,WN,16,9,0,0.0
GFK,9E,5,6,1,0.1667
GFK,9E,12,5,0,0.0
GFK,9E,17,5,0,0.0
GGG,OO,14,5,0,0.0
GJT,MQ,5,6,0,0.0
GJT,MQ,13,6,0,0.0
GJT,OO,12,5,0,0.0
GJT,OO,13,5,0,0.0
GJT,OO,15,10,0,0.0
GJT,UA,7,5,0,0.0
GNV,DL,6,6,0,0.0
GNV,DL,12,6,0,0.0
GNV,MQ,10,6,0,0.0
GNV,MQ,16,6,0,0.0
GNV,OH,12,6,1,0.1667
GPT,9E,11,5,0,0.0
GPT,9E,17,5,1,0.2
GPT,DL,5,6,0,0.0
GPT,OH,5,5,0,0.0
GPT,OH,7,5,0,0.0
GPT,OH,11,5,1,0.2
GPT,OO,10,5,0,0.0
GRB,9E,6,6,1,0.1667
GRB,9E,7,6,0,0.0
GRB,9E,14,5,0,0.0
GRB,9E,17,6,0,0.0
GRB,DL,5,6,0,0.0
GRB,OO,6,5,0,0.0
GRB,OO,10,5,1,0.2
GRI,OO,7,5,0,0.0
GRI,OO,15,5,0,0.0
GRK,MQ,5,6,1,0.1667
GRK,MQ,10,6,2,0.3333
GRK,MQ,18,6,1,0.1667
GRK,OO,12,5,0,0.0
GRR,9E,10,5,0,0.0
GRR,9E,14,5,0,0.0
GRR,9E,17,6,3,0.5
GRR,AA,6,6,0,0.0
GRR,AA,7,6,1,0.1667
GRR,AA,8,6,1,0.1667
GRR,AA,14,6,1,0.1667
GRR,AA,15,5,2,0.4
GRR,AA,17,6,1,0.1667
GRR,DL,6,12,1,0.0833
GRR,DL,7,6,0,0.0
GRR,DL,13,5,0,0.0
GRR,DL,18,5,1,0.2
GRR,G4,6,5,2,0.4
GRR,G4,7,6,1,0.1667
GRR,G4,8,6,1,0.1667
GRR,G4,14,6,2,0.3333
GRR,G4,15,5,1,0.2
GRR,G4,16,5,4,0.8
GRR,MQ,5,6,0,0.0
GRR,MQ,7,6,1,0.1667
GRR,OH,5,6,0,0.0
GRR,OH,11,6,0,0.0
GRR,OH,14,5,2,0.4
GRR,OO,11,9,2,0.2222
GRR,OO,13,5,0,0.0
GRR,OO,18,9,1,0.1111
GRR,UA,7,5,0,0.0
GRR,UA,8,5,2,0.4
GRR,UA,9,5,0,0.0
GRR,UA,16,5,1,0.2
GRR,WN,12,5,1,0.2
GRR,WN,16,5,4,0.8
GRR,WN,19,5,2,0.4
GRR,YX,6,5,0,0.0
GRR,YX,9,5,1,0.2
GRR,YX,11,9,0,0.0
GRR,YX,12,5,0,0.0
GSO,9E,11,6,1,0.1667
GSO,AA,5,6,0,0.0
GSO,AA,17,6,2,0.3333
GSO,DL,5,5,0,0.0
GSO,DL,7,5,0,0.0
GSO,DL,12,6,2,0.3333
GSO,DL,16,6,1,0.1667
GSO,DL,19,5,0,0.0
GSO,MQ,6,5,0,0.0
GSO,MQ,7,7,0,0.0
GSO,MQ,11,6,1,0.1667
GSO,MQ,14,6,2,0.3333
GSO,OH,7,5,0,0.0
GSO,OH,9,5,0,0.0
GSO,OH,12,5,0,0.0
GSO,OH,16,6,0,0.0
GSO,OH,17,5,0,0.0
GSO,OO,6,5,1,0.2
GSO,OO,8,5,0,0.0
GSO,OO,17,5,1,0.2
GSO,YX,8,5,0,0.0
GSP,9E,13,6,1,0.1667
GSP,AA,5,6,0,0.0
GSP,AA,16,6,3,0.5
GSP,DL,5,5,0,0.0
GSP,DL,7,5,0,0.0
GSP,DL,12,6,0,0.0
GSP,DL,16,6,0,0.0
GSP,DL,19,5,0,0.0
GSP,MQ,6,9,0,0.0
GSP,MQ,14,6,1,0.1667
GSP,OH,7,6,0,0.0
GSP,OH,8,5,0,0.0
GSP,OH,9,5,0,0.0
GSP,OH,10,5,0,0.0
GSP,OH,13,5,0,0.0
GSP,OH,16,5,0,0.0
GSP,OH,18,10,1,0.1
GSP,OO,16,5,0,0.0
GSP,UA,6,5,0,0.0
GSP,WN,6,5,0,0.0
GSP,WN,15,5,0,0.0
GSP,YX,6,5,0,0.0
GSP,YX,7,5,0,0.0
GSP,YX,8,5,0,0.0
GSP,YX,11,5,0,0.0
GTF,OO,5,10,0,0.0
GTF,OO,6,5,1,0.2
GTF,OO,12,5,0,0.0
GTF,OO,14,5,0,0.0
GTR,9E,6,6,0,0.0
GTR,9E,14,6,0,0.0
GUC,AA,10,6,1,0.1667
GUC,AA,14,6,2,0.3333
GUC,OO,7,5,0,0.0
GUC,OO,13,5,1,0.2
GUM,UA,7,5,1,0.2
GUM,UA,8,5,0,0.0
HDN,AA,11,6,0,0.0
HDN,AA,14,6,0,0.0
HDN,DL,13,6,1,0.1667
HDN,OO,16,5,1,0.2
HDN,UA,7,5,0,0.0
HDN,UA,11,8,0,0.0
HDN,UA,13,10,3,0.3
HDN,UA,15,5,0,0.0
HDN,WN,10,5,1,0.2
HDN,WN,14,5,4,0.8
HDN,WN,17,5,1,0.2
HHH,MQ,12,6,1,0.1667
HHH,MQ,18,6,1,0.1667
HLN,OO,5,5,0,0.0
HLN,OO,6,5,1,0.2
HLN,OO,14,5,1,0.2
HLN,OO,15,5,1,0.2
HLN,OO,17,5,0,0.0
HNL,AA,8,6,0,0.0
HNL,AA,15,6,0,0.0
HNL,AA,18,6,0,0.0
HNL,AA,20,12,0,0.0
HNL,AA,21,6,0,0.0
HNL,AA,23,12,1,0.0833
HNL,AS,7,5,0,0.0
HNL,AS,12,6,1,0.1667
HNL,AS,13,6,1,0.1667
HNL,AS,14,12,4,0.3333
HNL,AS,15,6,1,0.1667
HNL,AS,16,6,1,0.1667
HNL,AS,17,6,3,0.5
HNL,AS,21,5,2,0.4
HNL,AS,22,5,1,0.2
HNL,AS,23,10,4,0.4
HNL,DL,8,6,1,0.1667
HNL,DL,12,6,2,0.3333
HNL,DL,14,6,0,0.0
HNL,DL,16,12,1,0.0833
HNL,DL,18,12,1,0.0833
HNL,DL,22,18,0,0.0
HNL,HA,5,13,1,0.0769
HNL,HA,6,33,1,0.0303
HNL,HA,7,38,3,0.0789
HNL,HA,8,29,3,0.1034
HNL,HA,9,24,3,0.125
HNL,HA,10,26,2,0.0769
HNL,HA,11,42,7,0.1667
HNL,HA,12,36,12,0.3333
HNL,HA,13,33,4,0.1212
HNL,HA,14,57,15,0.2632
HNL,HA,15,45,11,0.2444
HNL,HA,16,39,11,0.2821
HNL,HA,17,30,8,0.2667
HNL,HA,18,29,6,0.2069
HNL,HA,19,24,4,0.1667
HNL,HA,20,10,0,0.0
HNL,HA,21,6,0,0.0
HNL,HA,22,6,1,0.1667
HNL,HA,23,6,0,0.0
HNL,UA,8,5,0,0.0
HNL,UA,9,5,0,0.0
HNL,UA,14,10,0,0.0
HNL,UA,15,10,2,0.2
HNL,UA,16,10,0,0.0
HNL,UA,18,5,0,0.0
HNL,UA,20,10,0,0.0
HNL,UA,21,5,0,0.0
HNL,UA,22,10,0,0.0
HNL,UA,23,15,1,0.0667
HNL,WN,6,20,0,0.0
HNL,WN,7,5,1,0.2
HNL,WN,8,20,2,0.1
HNL,WN,9,15,0,0.0
HNL,WN,10,10,1,0.1
HNL,WN,11,5,1,0.2
HNL,WN,12,20,2,0.1
HNL,WN,13,10,1,0.1
HNL,WN,14,30,6,0.2
HNL,WN,15,10,1,0.1
HNL,WN,16,10,0,0.0
HNL,WN,17,10,0,0.0
HNL,WN,18,15,3,0.2
HNL,WN,19,10,1,0.1
HNL,WN,20,5,0,0.0
HOU,DL,6,6,2,0.3333
