origin,dest,op_unique_carrier,flights_2024
SEA,MCI,DL,5
SEA,MCO,AS,24
SEA,MCO,DL,6
SEA,MDW,WN,5
SEA,MFR,OO,9
SEA,MIA,AA,12
SEA,MIA,AS,6
SEA,MKE,AS,6
SEA,MRY,OO,5
SEA,MSO,OO,5
SEA,MSP,AS,12
SEA,MSP,DL,25
SEA,MSY,AS,18
SEA,OAK,AS,12
SEA,OAK,WN,20
SEA,OGG,AS,18
SEA,OGG,DL,6
SEA,OGG,HA,6
SEA,OKC,AS,6
SEA,OMA,AS,6
SEA,ONT,AS,18
SEA,ONT,DL,12
SEA,ORD,AA,6
SEA,ORD,AS,28
SEA,ORD,DL,12
SEA,ORD,UA,21
SEA,PDX,AS,33
SEA,PDX,DL,13
SEA,PDX,OO,32
SEA,PHL,AA,6
SEA,PHL,AS,6
SEA,PHX,AA,4
SEA,PHX,AS,53
SEA,PHX,DL,28
SEA,PHX,F9,3
SEA,PHX,OO,9
SEA,PHX,WN,11
SEA,PIT,AS,6
SEA,PSC,AS,12
SEA,PSC,OO,14
SEA,PSP,AS,22
SEA,PSP,DL,6
SEA,PSP,OO,5
SEA,RDM,AS,12
SEA,RDM,OO,11
SEA,RDU,AS,6
SEA,RDU,DL,6
SEA,RNO,AS,6
SEA,RNO,OO,2
SEA,RSW,AS,6
SEA,SAN,AS,46
SEA,SAN,DL,23
SEA,SAT,AS,12
SEA,SBA,AS,6
SEA,SBP,OO,5
SEA,SFO,AS,48
SEA,SFO,DL,12
SEA,SFO,OO,10
SEA,SFO,UA,24
SEA,SJC,AS,28
SEA,SJC,OO,14
SEA,SJC,WN,19
SEA,SLC,AS,17
SEA,SLC,DL,30
SEA,SLC,OO,5
SEA,SMF,AS,18
SEA,SMF,OO,23
SEA,SMF,WN,20
SEA,SNA,AS,54
SEA,SNA,DL,16
SEA,STL,AS,12
SEA,STS,AS,6
SEA,TPA,AS,12
SEA,TPA,DL,6
SEA,TUS,AS,6
SEA,TUS,DL,6
SEA,TUS,OO,5
SFB,ABE,G4,12
SFB,ALB,G4,2
SFB,ATW,G4,3
SFB,AVL,G4,13
SFB,BGR,G4,3
SFB,BIS,G4,2
SFB,BLV,G4,4
SFB,BMI,G4,3
SFB,BNA,G4,2
SFB,CAK,G4,2
SFB,CHA,G4,2
SFB,CID,G4,4
SFB,CKB,G4,3
SFB,CVG,G4,6
SFB,DAY,G4,2
SFB,DSM,G4,4
SFB,ELM,G4,4
SFB,EVV,G4,1
SFB,EYW,G4,2
SFB,FAR,G4,2
SFB,FNT,G4,6
SFB,FSD,G4,2
SFB,FWA,G4,4
SFB,GFK,G4,2
SFB,GRR,G4,7
SFB,GSP,G4,1
SFB,HGR,G4,2
SFB,HTS,G4,4
SFB,IAG,G4,2
SFB,ICT,G4,1
SFB,IND,G4,4
SFB,LCK,G4,4
SFB,LEX,G4,4
SFB,LIT,G4,1
SFB,MDT,G4,6
SFB,MEM,G4,2
SFB,MFE,G4,3
SFB,MLI,G4,2
SFB,MOT,G4,2
SFB,OMA,G4,2
SFB,ORF,G4,2
SFB,PBG,G4,6
SFB,PIA,G4,2
SFB,PIT,G4,2
SFB,PSM,G4,3
SFB,PVU,G4,2
SFB,RFD,G4,3
SFB,RIC,G4,2
SFB,ROA,G4,2
SFB,SBN,G4,3
SFB,SDF,G4,1
SFB,SGF,G4,2
SFB,SWF,G4,2
SFB,SYR,G4,1
SFB,TOL,G4,3
SFB,TRI,G4,1
SFB,TUL,G4,2
SFB,TVC,G4,2
SFB,TYS,G4,13
SFB,USA,G4,3
SFB,XNA,G4,2
SFO,ABQ,OO,5
SFO,ABQ,UA,5
SFO,ACV,OO,15
SFO,ASE,OO,10
SFO,ATL,DL,30
SFO,ATL,F9,6
SFO,ATL,UA,5
SFO,AUS,AS,12
SFO,AUS,UA,14
SFO,BFL,OO,10
SFO,BIH,OO,5
SFO,BNA,UA,5
SFO,BOI,OO,20
SFO,BOI,UA,4
SFO,BOS,AS,6
SFO,BOS,B6,21
SFO,BOS,DL,6
SFO,BOS,UA,20
SFO,BUR,OO,40
SFO,BUR,UA,5
SFO,BUR,WN,25
SFO,BWI,UA,5
SFO,BZN,UA,5
SFO,CLE,UA,5
SFO,CLT,AA,22
SFO,DAL,AS,6
SFO,DCA,AS,6
SFO,DCA,UA,5
SFO,DEN,F9,10
SFO,DEN,UA,40
SFO,DEN,WN,25
SFO,DFW,AA,46
SFO,DFW,F9,3
SFO,DFW,UA,10
SFO,DTW,DL,18
SFO,DTW,F9,3
SFO,EGE,OO,5
SFO,EUG,UA,10
SFO,EWR,AS,11
SFO,EWR,UA,45
SFO,FAT,OO,15
SFO,FLL,AS,6
SFO,FLL,B6,19
SFO,FLL,UA,10
SFO,GEG,OO,10
SFO,HNL,AS,6
SFO,HNL,HA,9
SFO,HNL,UA,25
SFO,IAD,AS,6
SFO,IAD,UA,25
SFO,IAH,UA,45
SFO,IND,UA,5
SFO,JAC,AS,6
SFO,JAC,UA,5
SFO,JFK,AA,23
SFO,JFK,AS,24
SFO,JFK,B6,24
SFO,JFK,DL,25
SFO,KOA,UA,15
SFO,LAS,AS,12
SFO,LAS,F9,12
SFO,LAS,UA,29
SFO,LAS,WN,20
SFO,LAX,B6,8
SFO,LAX,DL,26
SFO,LAX,OO,59
SFO,LAX,UA,30
SFO,LAX,WN,20
SFO,LIH,UA,10
SFO,MCI,OO,5
SFO,MCO,AS,10
SFO,MCO,UA,10
SFO,MDW,F9,3
SFO,MFR,OO,10
SFO,MFR,UA,5
SFO,MIA,AA,18
SFO,MIA,UA,10
SFO,MRY,OO,10
SFO,MSP,DL,19
SFO,MSP,OO,5
SFO,MSY,UA,5
SFO,MTJ,OO,5
SFO,OGG,AS,6
SFO,OGG,HA,6
SFO,OGG,UA,10
SFO,ONT,F9,5
SFO,ONT,OO,15
SFO,ORD,AA,11
SFO,ORD,AS,6
SFO,ORD,UA,45
SFO,OTH,OO,3
SFO,PDX,AS,11
SFO,PDX,UA,19
SFO,PHL,AA,12
SFO,PHL,UA,5
SFO,PHX,AA,16
SFO,PHX,F9,6
SFO,PHX,OO,8
SFO,PHX,UA,15
SFO,PHX,WN,15
SFO,PIT,UA,5
SFO,PSC,OO,10
SFO,PSP,OO,25
SFO,PSP,UA,10
SFO,RDD,OO,10
SFO,RDM,OO,10
SFO,RDM,UA,5
SFO,RDU,UA,9
SFO,RNO,UA,14
SFO,RSW,UA,3
SFO,SAN,OO,36
SFO,SAN,UA,23
SFO,SAN,WN,25
SFO,SAT,UA,5
SFO,SBA,OO,5
SFO,SBA,UA,10
SFO,SBP,OO,15
SFO,SEA,AS,47
SFO,SEA,DL,12
SFO,SEA,OO,10
SFO,SEA,UA,24
SFO,SLC,DL,24
SFO,SLC,OO,28
SFO,SLC,UA,5
SFO,SMF,OO,14
SFO,SNA,OO,38
SFO,SNA,UA,15
SFO,SUN,OO,6
SFO,TPA,AS,6
SFO,TPA,UA,10
SFO,TUS,OO,14
SGF,ATL,9E,16
SGF,AZA,G4,4
SGF,CLT,MQ,6
SGF,CLT,OH,8
SGF,DEN,OO,5
SGF,DFW,MQ,45
SGF,LAS,G4,2
SGF,LAX,G4,2
SGF,ORD,MQ,18
SGF,ORD,OO,10
SGF,PGD,G4,2
SGF,PIE,G4,4
SGF,SFB,G4,2
SGU,DEN,OO,8
SGU,PHX,OO,10
SGU,SLC,OO,14
SHR,DEN,OO,9
SHV,ATL,OO,10
SHV,CLT,OH,10
SHV,DFW,MQ,4
SHV,DFW,OH,22
SHV,LAS,G4,2
SIT,JNU,AS,11
SIT,KTN,AS,6
SJC,ATL,DL,12
SJC,AUS,OO,5
SJC,AUS,WN,20
SJC,BNA,WN,5
SJC,BOI,WN,6
SJC,BUR,WN,35
SJC,DAL,WN,10
SJC,DEN,UA,15
SJC,DEN,WN,25
SJC,DFW,AA,18
SJC,DFW,NK,5
SJC,EUG,WN,5
SJC,GEG,WN,5
SJC,HNL,AS,6
SJC,HNL,HA,5
SJC,HNL,WN,10
SJC,HOU,WN,5
SJC,KOA,AS,6
SJC,KOA,WN,1
SJC,LAS,NK,11
SJC,LAS,WN,54
SJC,LAX,OO,37
SJC,LAX,WN,25
SJC,LGB,WN,20
SJC,LIH,AS,1
SJC,LIH,WN,1
SJC,MDW,WN,5
SJC,MSP,DL,6
SJC,OGG,AS,6
SJC,OGG,HA,6
SJC,OGG,WN,5
SJC,ONT,WN,20
SJC,ORD,UA,5
SJC,PDX,OO,15
SJC,PDX,WN,26
SJC,PHX,MQ,12
SJC,PHX,OO,3
SJC,PHX,WN,26
SJC,PSP,WN,5
SJC,RNO,WN,5
SJC,SAN,NK,4
SJC,SAN,OO,18
SJC,SAN,WN,62
SJC,SEA,AS,28
SJC,SEA,OO,14
SJC,SEA,WN,19
SJC,SLC,DL,17
SJC,SLC,OO,5
SJC,SLC,WN,5
SJC,SNA,WN,45
SJC,STL,WN,5
SJT,DFW,MQ,14
SJT,DFW,OO,4
SJU,ATL,DL,30
SJU,ATL,F9,11
SJU,ATL,NK,6
SJU,BDL,B6,14
SJU,BDL,F9,9
SJU,BDL,NK,2
SJU,BOS,B6,26
SJU,BOS,DL,6
SJU,BOS,NK,6
SJU,BWI,F9,9
SJU,BWI,NK,6
SJU,BWI,WN,10
SJU,CLE,F9,5
SJU,CLT,AA,21
SJU,DCA,B6,6
SJU,DEN,UA,5
SJU,DFW,AA,12
SJU,DFW,F9,4
SJU,DFW,NK,6
SJU,DTW,DL,6
SJU,EWR,B6,11
SJU,EWR,NK,12
SJU,EWR,UA,15
SJU,FLL,B6,30
SJU,FLL,NK,6
SJU,FLL,WN,5
SJU,IAD,UA,10
SJU,IAH,UA,11
SJU,JAX,F9,6
SJU,JFK,B6,39
SJU,JFK,DL,23
SJU,MCO,B6,33
SJU,MCO,F9,26
SJU,MCO,NK,24
SJU,MCO,WN,25
SJU,MDW,F9,9
SJU,MIA,AA,36
SJU,MIA,F9,10
SJU,MIA,NK,6
SJU,MSP,DL,6
SJU,ORD,AA,6
SJU,ORD,NK,6
SJU,ORD,UA,10
SJU,PHL,AA,18
SJU,PHL,F9,15
SJU,PHL,NK,5
SJU,RDU,B6,6
SJU,RDU,F9,9
SJU,RSW,NK,4
SJU,STT,B6,9
SJU,STT,F9,4
SJU,TPA,B6,11
SJU,TPA,F9,12
SJU,TPA,NK,3
SJU,TPA,WN,5
SLC,ABQ,DL,6
SLC,ABQ,OO,9
SLC,ATL,DL,50
SLC,AUS,DL,16
SLC,AUS,WN,5
SLC,BIL,DL,6
SLC,BIL,OO,9
SLC,BNA,DL,13
SLC,BOI,DL,22
SLC,BOI,OO,5
SLC,BOS,B6,6
SLC,BOS,DL,17
SLC,BTM,OO,8
SLC,BUR,OO,20
SLC,BUR,WN,5
SLC,BWI,DL,6
SLC,BWI,WN,5
SLC,BZN,DL,12
SLC,BZN,OO,4
SLC,CDC,OO,8
SLC,CLT,AA,12
SLC,CLT,DL,11
SLC,COS,OO,5
SLC,CPR,OO,5
SLC,CVG,DL,7
SLC,CVG,OO,4
SLC,DAL,WN,10
SLC,DCA,DL,6
SLC,DEN,DL,24
SLC,DEN,F9,12
SLC,DEN,OO,15
SLC,DEN,UA,23
SLC,DEN,WN,40
SLC,DFW,AA,34
SLC,DFW,DL,29
SLC,DTW,DL,23
SLC,EKO,OO,5
SLC,EUG,OO,10
SLC,EWR,DL,12
SLC,EWR,UA,10
SLC,FAT,OO,14
SLC,FCA,DL,6
SLC,FCA,OO,9
SLC,FLL,B6,6
SLC,FLL,DL,6
SLC,GEG,DL,22
SLC,GEG,OO,4
SLC,GTF,OO,11
SLC,HLN,OO,14
SLC,HNL,DL,6
SLC,HOU,WN,5
SLC,IAD,DL,6
SLC,IAH,DL,16
SLC,IAH,OO,5
SLC,IAH,UA,15
SLC,IDA,OO,14
SLC,JAC,DL,17
SLC,JFK,B6,12
SLC,JFK,DL,30
SLC,LAS,DL,25
SLC,LAS,F9,9
SLC,LAS,NK,6
SLC,LAS,WN,25
SLC,LAX,B6,9
SLC,LAX,DL,40
SLC,LAX,NK,11
SLC,LAX,OO,14
SLC,LAX,WN,5
SLC,LGA,DL,1
SLC,LGB,DL,6
SLC,LGB,OO,9
SLC,LGB,WN,6
SLC,LWS,OO,5
SLC,MCI,DL,13
SLC,MCI,OO,3
SLC,MCO,B6,6
SLC,MCO,DL,28
SLC,MCO,NK,6
SLC,MDW,WN,10
SLC,MEM,DL,6
SLC,MFR,OO,11
SLC,MIA,AA,12
SLC,MIA,DL,6
SLC,MKE,DL,6
SLC,MKE,OO,1
SLC,MSO,DL,1
SLC,MSO,OO,14
SLC,MSP,DL,24
SLC,MSY,DL,5
SLC,OAK,DL,6
SLC,OAK,OO,10
SLC,OAK,WN,15
SLC,OGG,DL,6
SLC,OKC,OO,9
SLC,OMA,OO,10
SLC,ONT,DL,6
SLC,ONT,OO,15
SLC,ORD,AA,6
SLC,ORD,DL,16
SLC,ORD,OO,5
SLC,ORD,UA,19
SLC,PDX,DL,24
SLC,PDX,OO,8
SLC,PHL,AA,6
SLC,PHL,DL,6
SLC,PHX,AA,10
SLC,PHX,DL,24
SLC,PHX,F9,12
SLC,PHX,MQ,6
SLC,PHX,OO,21
SLC,PHX,WN,25
SLC,PIH,OO,10
SLC,PSC,OO,14
SLC,PSP,OO,14
SLC,RDM,OO,15
SLC,RDU,DL,6
SLC,RNO,DL,12
SLC,RNO,OO,9
SLC,SAN,DL,28
SLC,SAN,OO,10
SLC,SAN,WN,6
SLC,SAT,DL,16
SLC,SEA,AS,17
SLC,SEA,DL,30
SLC,SEA,OO,5
SLC,SFO,DL,24
SLC,SFO,OO,28
SLC,SFO,UA,5
SLC,SGU,OO,14
SLC,SJC,DL,17
SLC,SJC,OO,5
SLC,SJC,WN,5
SLC,SMF,DL,23
SLC,SMF,WN,6
SLC,SNA,DL,28
SLC,STL,DL,11
SLC,SUN,OO,15
SLC,TPA,DL,6
SLC,TUL,OO,10
SLC,TUS,OO,14
SLC,TWF,OO,10
SLN,HYS,OO,4
SLN,ORD,OO,5
SMF,ATL,DL,13
SMF,AUS,MQ,6
SMF,AUS,WN,6
SMF,BOI,WN,10
SMF,BUR,WN,45
SMF,CLT,AA,6
SMF,DAL,WN,6
SMF,DEN,F9,2
SMF,DEN,UA,20
SMF,DEN,WN,31
SMF,DFW,AA,28
SMF,EWR,UA,5
SMF,GEG,WN,11
SMF,HNL,HA,6
SMF,HNL,WN,5
SMF,HOU,WN,5
SMF,IAD,UA,3
SMF,IAH,UA,5
SMF,JFK,B6,6
SMF,LAS,F9,3
SMF,LAS,NK,24
SMF,LAS,OO,5
SMF,LAS,WN,58
SMF,LAX,OO,32
SMF,LAX,WN,25
SMF,LGB,WN,25
SMF,MDW,WN,5
SMF,MIA,AA,6
SMF,MSP,DL,6
SMF,OGG,HA,6
SMF,OGG,WN,1
SMF,ONT,WN,25
SMF,ORD,AA,6
SMF,ORD,UA,15
SMF,PDX,OO,9
SMF,PDX,WN,20
SMF,PHX,AA,10
SMF,PHX,OO,13
SMF,PHX,WN,29
SMF,PSP,WN,10
SMF,SAN,OO,15
SMF,SAN,WN,62
SMF,SBA,WN,5
SMF,SEA,AS,18
SMF,SEA,OO,23
SMF,SEA,WN,20
SMF,SFO,OO,13
SMF,SLC,DL,23
SMF,SLC,WN,6
SMF,SNA,WN,35
SMF,STL,WN,5
SMX,LAS,G4,2
SNA,ATL,DL,13
SNA,AUS,AA,6
SNA,AUS,G4,2
SNA,AUS,WN,5
SNA,BOI,G4,3
SNA,CLT,AA,6
SNA,DAL,WN,5
SNA,DEN,F9,5
SNA,DEN,UA,25
SNA,DEN,WN,25
SNA,DFW,AA,39
SNA,DFW,F9,4
SNA,DSM,G4,2
SNA,DTW,DL,4
SNA,EUG,G4,2
SNA,EWR,UA,15
SNA,IAH,UA,15
SNA,IDA,G4,2
SNA,JFK,AA,6
SNA,LAS,F9,6
SNA,LAS,NK,18
SNA,LAS,WN,44
SNA,MFR,G4,2
SNA,MSP,DL,6
SNA,OAK,NK,6
SNA,OAK,WN,40
SNA,ORD,AA,15
SNA,ORD,UA,15
SNA,PDX,AS,18
SNA,PHX,AA,26
SNA,PHX,F9,6
SNA,PHX,WN,35
SNA,PVU,G4,8
SNA,SEA,AS,54
SNA,SEA,DL,16
SNA,SFO,OO,38
SNA,SFO,UA,15
SNA,SJC,WN,45
SNA,SLC,DL,28
SNA,SMF,WN,35
SNA,STS,OO,5
SNA,TUS,OO,5
SPI,PGD,G4,4
SPN,GUM,UA,5
SPS,DFW,OO,10
SRQ,ABE,G4,2
SRQ,ATL,DL,35
SRQ,ATL,WN,11
SRQ,ATW,G4,2
SRQ,AUS,G4,2
SRQ,AVL,G4,2
SRQ,BLV,G4,2
SRQ,BNA,G4,2
SRQ,BNA,WN,10
SRQ,BOS,B6,6
SRQ,BOS,G4,2
SRQ,BWI,G4,2
SRQ,BWI,WN,20
SRQ,CAK,G4,2
SRQ,CID,G4,2
SRQ,CLE,F9,6
SRQ,CLT,AA,28
SRQ,CLT,OH,5
SRQ,CMH,WN,1
SRQ,CVG,G4,6
SRQ,DAL,WN,5
SRQ,DCA,AA,6
SRQ,DEN,UA,5
SRQ,DFW,AA,6
SRQ,DSM,G4,4
SRQ,DTW,DL,6
SRQ,EWR,UA,15
SRQ,FNT,G4,4
SRQ,FWA,G4,2
SRQ,GRR,G4,4
SRQ,HOU,WN,5
SRQ,IAD,G4,2
SRQ,IAD,UA,5
SRQ,IND,G4,5
SRQ,IND,WN,1
SRQ,JFK,B6,6
SRQ,LCK,G4,3
SRQ,LGA,B6,6
SRQ,LGA,DL,12
SRQ,MDT,G4,2
SRQ,MDW,WN,5
SRQ,MSP,DL,6
SRQ,MSP,G4,2
SRQ,ORD,AA,5
SRQ,ORD,UA,15
SRQ,PHL,AA,6
SRQ,PHL,F9,6
SRQ,PIA,G4,1
SRQ,PIT,G4,3
SRQ,PIT,WN,1
SRQ,RFD,G4,4
SRQ,SBN,G4,2
SRQ,SDF,G4,2
SRQ,STL,WN,5
SRQ,SYR,G4,2
STC,AZA,G4,2
STC,PGD,G4,2
STL,ATL,DL,29
STL,ATL,WN,25
STL,AUS,WN,11
STL,BNA,WN,20
STL,BOS,MQ,11
STL,BOS,WN,11
STL,BWI,WN,15
STL,CLE,WN,10
STL,CLT,AA,21
STL,CLT,WN,5
STL,CMH,WN,10
STL,DAL,WN,30
STL,DCA,MQ,1
STL,DCA,OH,7
STL,DCA,WN,20
STL,DCA,YX,8
STL,DEN,F9,6
STL,DEN,UA,20
STL,DEN,WN,36
STL,DFW,AA,28
STL,DFW,MQ,7
STL,DSM,WN,10
STL,DTW,9E,12
STL,DTW,DL,6
STL,DTW,WN,10
STL,EWR,YX,9
STL,FLL,WN,10
STL,HOU,WN,21
STL,IAH,UA,5
STL,ICT,WN,10
STL,JAX,WN,5
STL,LAS,F9,2
STL,LAS,WN,25
STL,LAX,AA,6
STL,LAX,WN,15
STL,LGA,9E,11
STL,LGA,AA,5
STL,LGA,WN,20
STL,LGA,YX,4
STL,LGB,WN,5
STL,LIT,WN,10
STL,MCI,WN,15
STL,MCO,F9,8
STL,MCO,NK,6
STL,MCO,WN,25
STL,MDW,WN,30
STL,MIA,AA,6
STL,MIA,WN,5
STL,MKE,WN,11
STL,MSP,9E,11
STL,MSP,DL,6
STL,MSP,WN,10
STL,MSY,WN,10
STL,OAK,WN,5
STL,OKC,WN,10
STL,OMA,WN,11
STL,ORD,AA,11
STL,ORD,UA,5
STL,ORD,YX,5
STL,PHL,AA,6
STL,PHL,WN,11
STL,PHX,AA,12
STL,PHX,MQ,4
STL,PHX,WN,20
STL,PIT,WN,5
STL,RDU,WN,6
STL,RSW,WN,11
STL,SAN,WN,6
STL,SAT,WN,6
STL,SEA,AS,12
STL,SJC,WN,5
STL,SLC,DL,11
STL,SMF,WN,5
STL,SRQ,WN,5
STL,TPA,WN,15
STL,TUL,WN,10
STS,BUR,OO,3
STS,LAX,OO,10
STS,PDX,OO,5
STS,PHX,OO,10
STS,SAN,OO,10
STS,SEA,AS,6
STS,SNA,OO,5
STT,ATL,DL,12
STT,CLT,AA,12
STT,DFW,AA,1
STT,EWR,UA,5
STT,FLL,NK,6
STT,IAD,UA,5
STT,JFK,AA,6
STT,JFK,DL,6
STT,MCO,NK,12
STT,MIA,AA,18
STT,ORD,AA,1
STT,ORD,UA,5
STT,PHL,AA,6
STT,SJU,B6,14
STT,SJU,F9,4
STX,ATL,DL,5
STX,CLT,AA,6
STX,FLL,NK,6
STX,MIA,AA,12
SUN,DEN,OO,10
SUN,LAX,OO,5
SUN,ORD,OO,5
SUN,SFO,OO,5
SUN,SLC,OO,15
SUX,DEN,OO,5
SUX,ORD,OO,4
SWF,MYR,G4,2
SWF,PGD,G4,2
SWF,PIE,G4,2
SWF,SFB,G4,2
SWO,DFW,OO,10
SYR,ATL,DL,13
SYR,BNA,G4,4
SYR,BOS,B6,2
SYR,BWI,WN,15
SYR,CLT,AA,17
SYR,DCA,OH,2
SYR,DCA,YX,10
SYR,DEN,UA,5
SYR,DFW,AA,6
SYR,DTW,9E,7
SYR,DTW,DL,6
SYR,EWR,UA,5
SYR,FLL,G4,2
SYR,IAD,YX,4
SYR,JFK,9E,11
SYR,JFK,B6,11
SYR,LGA,YX,5
SYR,MCO,B6,6
SYR,MCO,F9,4
SYR,MCO,WN,5
SYR,ORD,MQ,14
SYR,ORD,UA,5
SYR,ORD,YX,5
SYR,PGD,G4,2
SYR,PIE,G4,3
SYR,RSW,F9,2
SYR,SFB,G4,1
SYR,SRQ,G4,2
TLH,ATL,9E,6
TLH,ATL,DL,17
TLH,CLT,MQ,12
TLH,DCA,MQ,6
TLH,DFW,MQ,18
TLH,FLL,B6,3
TLH,MIA,MQ,18
TOL,AZA,G4,2
TOL,PGD,G4,4
TOL,PIE,G4,3
TOL,SFB,G4,3
TPA,ACY,NK,11
TPA,ALB,WN,5
TPA,ATL,DL,64
TPA,ATL,F9,12
TPA,ATL,NK,6
TPA,ATL,WN,25
TPA,AUS,AA,6
TPA,AUS,WN,15
TPA,BDL,B6,6
TPA,BDL,WN,5
TPA,BHM,WN,6
TPA,BNA,MQ,12
TPA,BNA,WN,20
TPA,BOS,B6,25
TPA,BOS,DL,14
TPA,BOS,NK,6
TPA,BQN,B6,6
TPA,BQN,F9,5
TPA,BUF,F9,2
TPA,BUF,WN,6
TPA,BWI,F9,6
TPA,BWI,NK,5
TPA,BWI,WN,40
TPA,CHS,NK,4
TPA,CLE,F9,18
TPA,CLE,UA,5
TPA,CLT,AA,56
TPA,CLT,NK,6
TPA,CMH,NK,4
TPA,CMH,WN,11
TPA,CVG,DL,6
TPA,CVG,F9,12
TPA,DAL,WN,20
TPA,DCA,AA,24
TPA,DCA,WN,10
TPA,DEN,F9,12
TPA,DEN,UA,25
TPA,DEN,WN,20
TPA,DFW,AA,40
TPA,DFW,F9,2
TPA,DFW,NK,6
TPA,DTW,DL,31
TPA,DTW,F9,6
TPA,DTW,NK,12
TPA,EWR,B6,11
TPA,EWR,UA,35
TPA,FLL,NK,12
TPA,FLL,WN,10
TPA,GRR,F9,3
TPA,HOU,WN,15
TPA,HPN,B6,6
TPA,IAD,UA,15
TPA,IAH,NK,6
TPA,IAH,UA,20
TPA,IND,NK,12
TPA,IND,WN,11
TPA,ISP,F9,6
TPA,ISP,WN,5
TPA,JFK,B6,24
TPA,JFK,DL,18
TPA,LAS,NK,6
TPA,LAS,WN,5
TPA,LAX,AA,5
TPA,LAX,AS,6
TPA,LAX,DL,6
TPA,LAX,UA,5
TPA,LGA,B6,15
TPA,LGA,DL,19
TPA,LGA,WN,5
TPA,MCI,WN,6
TPA,MDW,F9,6
TPA,MDW,WN,20
TPA,MHT,WN,1
TPA,MIA,AA,30
TPA,MIA,MQ,7
TPA,MKE,WN,5
TPA,MSP,DL,23
TPA,MSY,NK,6
TPA,MSY,WN,15
TPA,ORD,AA,21
TPA,ORD,NK,11
TPA,ORD,UA,25
TPA,ORD,WN,5
TPA,ORF,NK,4
TPA,PDX,AS,1
TPA,PHL,AA,24
TPA,PHL,F9,17
TPA,PHL,NK,6
TPA,PHL,WN,1
TPA,PHX,AA,12
TPA,PHX,WN,5
TPA,PIT,NK,6
TPA,PIT,WN,10
TPA,PVD,WN,6
TPA,RDU,DL,6
TPA,RDU,MQ,6
TPA,RDU,WN,6
TPA,RIC,NK,4
TPA,SAN,AS,6
TPA,SAT,WN,6
TPA,SDF,WN,6
TPA,SEA,AS,12
TPA,SEA,DL,6
TPA,SFO,AS,6
TPA,SFO,UA,10
TPA,SJU,B6,12
TPA,SJU,F9,12
TPA,SJU,NK,2
TPA,SJU,WN,5
TPA,SLC,DL,6
TPA,STL,WN,15
TPA,TTN,F9,6
TRI,ATL,9E,19
TRI,CLT,MQ,6
TRI,DFW,MQ,12
TRI,PIE,G4,2
TRI,SFB,G4,1
TTN,ATL,F9,4
TTN,FLL,F9,6
TTN,MCO,F9,13
TTN,PBI,F9,12
TTN,RSW,F9,6
TTN,TPA,F9,6
TUL,ATL,9E,7
TUL,ATL,DL,11
TUL,AUS,WN,5
TUL,CLT,AA,12
TUL,DAL,WN,19
TUL,DCA,OH,3
TUL,DCA,YX,2
TUL,DEN,OO,10
TUL,DEN,WN,15
TUL,DFW,AA,23
TUL,DFW,MQ,15
TUL,DFW,OH,5
TUL,HOU,WN,6
TUL,LAS,G4,2
TUL,LAS,WN,10
TUL,LAX,G4,2
TUL,LAX,OO,5
TUL,LGA,YX,5
TUL,MDW,WN,5
TUL,ORD,MQ,10
TUL,ORD,OO,10
TUL,PHX,OO,5
TUL,PHX,WN,5
TUL,PIE,G4,1
TUL,SFB,G4,2
TUL,SLC,OO,10
TUL,STL,WN,10
TUS,ATL,DL,13
TUS,DAL,WN,1
TUS,DEN,OO,10
TUS,DEN,UA,10
TUS,DEN,WN,16
TUS,DFW,AA,34
TUS,HOU,WN,5
TUS,IAH,OO,5
TUS,IAH,UA,5
TUS,LAS,WN,20
TUS,LAX,OO,24
TUS,LAX,WN,6
TUS,MDW,WN,1
TUS,MSP,DL,6
TUS,ORD,AA,9
TUS,ORD,UA,5
TUS,PHX,AA,12
TUS,PHX,OO,36
TUS,SAN,WN,10
TUS,SEA,AS,6
TUS,SEA,DL,6
TUS,SEA,OO,5
TUS,SFO,OO,14
TUS,SLC,OO,14
TUS,SNA,OO,5
TVC,DTW,9E,4
TVC,DTW,DL,6
TVC,DTW,OO,5
TVC,ORD,MQ,6
TVC,ORD,OO,5
TVC,ORD,UA,5
TVC,ORD,YX,5
TVC,PGD,G4,2
TVC,PIE,G4,2
TVC,SFB,G4,2
TWF,SLC,OO,10
TXK,DFW,OO,15
TYR,DFW,OO,15
TYS,ATL,9E,28
TYS,ATL,DL,4
TYS,AUS,G4,2
TYS,BOS,G4,2
TYS,CLT,OH,33
TYS,DCA,MQ,5
TYS,DCA,OH,12
TYS,DEN,F9,3
TYS,DEN,G4,2
TYS,DEN,OO,10
TYS,DFW,AA,14
TYS,DFW,OH,1
TYS,DTW,9E,6
TYS,EWR,G4,3
TYS,FLL,G4,8
TYS,HOU,G4,2
TYS,LAS,G4,2
TYS,LGA,9E,6
TYS,MCO,F9,3
TYS,MIA,MQ,6
TYS,ORD,OO,14
TYS,PBI,G4,2
TYS,PGD,G4,4
TYS,PHL,OH,5
TYS,PHX,G4,2
TYS,PIE,G4,8
TYS,SFB,G4,13
USA,FLL,G4,6
USA,PGD,G4,3
USA,PIE,G4,6
USA,SFB,G4,3
VCT,IAH,OO,9
VEL,DEN,OO,8
VLD,ATL,9E,12
VPS,ATL,DL,25
VPS,BLV,G4,5
VPS,BNA,WN,15
VPS,CLT,AA,11
VPS,CLT,OH,5
