origin,dest,op_unique_carrier,month,time_bucket,total_flights,delayed_flights,avg_delay_min,weather_delayed,cancelled,origin_city,dest_city,delay_rate,weather_delay_rate
MCO,PVD,B6,1,evening,2,0,0.0,0,0,"Orlando, FL","Providence, RI",0.0,0.0
MCO,PVD,B6,1,morning,2,0,0.0,0,0,"Orlando, FL","Providence, RI",0.0,0.0
MCO,PVD,WN,1,afternoon,5,0,0.0,0,0,"Orlando, FL","Providence, RI",0.0,0.0
MCO,PVD,WN,1,evening,5,2,32.0,0,0,"Orlando, FL","Providence, RI",0.4,0.0
MCO,PVD,WN,1,morning,5,0,0.0,0,0,"Orlando, FL","Providence, RI",0.0,0.0
MCO,PWM,F9,1,afternoon,6,2,39.5,0,0,"Orlando, FL","Portland, ME",0.3333,0.0
MCO,RDU,B6,1,afternoon,3,1,31.0,0,0,"Orlando, FL","Raleigh/Durham, NC",0.3333,0.0
MCO,RDU,B6,1,morning,3,0,0.0,0,0,"Orlando, FL","Raleigh/Durham, NC",0.0,0.0
MCO,RDU,DL,1,afternoon,5,0,0.0,0,0,"Orlando, FL","Raleigh/Durham, NC",0.0,0.0
MCO,RDU,DL,1,evening,2,0,0.0,0,0,"Orlando, FL","Raleigh/Durham, NC",0.0,0.0
MCO,RDU,DL,1,morning,6,0,0.0,0,0,"Orlando, FL","Raleigh/Durham, NC",0.0,0.0
MCO,RDU,F9,1,afternoon,3,1,57.0,0,0,"Orlando, FL","Raleigh/Durham, NC",0.3333,0.0
MCO,RDU,F9,1,evening,1,0,0.0,0,0,"Orlando, FL","Raleigh/Durham, NC",0.0,0.0
MCO,RDU,F9,1,morning,5,1,18.0,0,0,"Orlando, FL","Raleigh/Durham, NC",0.2,0.0
MCO,RDU,F9,1,night,3,2,44.0,0,0,"Orlando, FL","Raleigh/Durham, NC",0.6667,0.0
MCO,RDU,WN,1,evening,4,1,136.0,0,0,"Orlando, FL","Raleigh/Durham, NC",0.25,0.0
MCO,RDU,WN,1,morning,5,0,0.0,0,0,"Orlando, FL","Raleigh/Durham, NC",0.0,0.0
MCO,RDU,WN,1,night,1,0,0.0,0,0,"Orlando, FL","Raleigh/Durham, NC",0.0,0.0
MCO,RIC,B6,1,afternoon,8,4,28.8,0,0,"Orlando, FL","Richmond, VA",0.5,0.0
MCO,RIC,NK,1,morning,6,1,37.0,0,0,"Orlando, FL","Richmond, VA",0.1667,0.0
MCO,ROC,NK,1,afternoon,2,0,0.0,0,0,"Orlando, FL","Rochester, NY",0.0,0.0
MCO,ROC,NK,1,morning,4,1,76.0,0,0,"Orlando, FL","Rochester, NY",0.25,0.0
MCO,ROC,WN,1,morning,5,0,0.0,0,0,"Orlando, FL","Rochester, NY",0.0,0.0
MCO,RSW,WN,1,afternoon,1,1,19.0,0,0,"Orlando, FL","Fort Myers, FL",1.0,0.0
MCO,RSW,WN,1,night,4,1,17.0,0,0,"Orlando, FL","Fort Myers, FL",0.25,0.0
MCO,SAN,AS,1,evening,5,1,16.0,0,1,"Orlando, FL","San Diego, CA",0.2,0.0
MCO,SAN,AS,1,morning,6,0,0.0,0,0,"Orlando, FL","San Diego, CA",0.0,0.0
MCO,SAT,F9,1,afternoon,2,0,0.0,0,0,"Orlando, FL","San Antonio, TX",0.0,0.0
MCO,SAT,F9,1,morning,2,0,0.0,0,0,"Orlando, FL","San Antonio, TX",0.0,0.0
MCO,SAT,NK,1,afternoon,4,1,18.0,0,0,"Orlando, FL","San Antonio, TX",0.25,0.0
MCO,SAT,NK,1,morning,2,0,0.0,0,0,"Orlando, FL","San Antonio, TX",0.0,0.0
MCO,SAT,WN,1,afternoon,4,0,0.0,0,0,"Orlando, FL","San Antonio, TX",0.0,0.0
MCO,SAT,WN,1,evening,1,1,19.0,0,0,"Orlando, FL","San Antonio, TX",1.0,0.0
MCO,SAT,WN,1,morning,5,1,26.0,0,0,"Orlando, FL","San Antonio, TX",0.2,0.0
MCO,SDF,NK,1,evening,5,5,75.6,0,0,"Orlando, FL","Louisville, KY",1.0,0.0
MCO,SDF,NK,1,night,1,1,163.0,0,0,"Orlando, FL","Louisville, KY",1.0,0.0
MCO,SDF,WN,1,evening,5,2,34.0,0,0,"Orlando, FL","Louisville, KY",0.4,0.0
MCO,SDF,WN,1,morning,5,0,0.0,0,0,"Orlando, FL","Louisville, KY",0.0,0.0
MCO,SEA,AS,1,afternoon,6,0,0.0,0,0,"Orlando, FL","Seattle, WA",0.0,0.0
MCO,SEA,AS,1,evening,6,0,0.0,0,0,"Orlando, FL","Seattle, WA",0.0,0.0
MCO,SEA,AS,1,morning,12,1,113.0,0,0,"Orlando, FL","Seattle, WA",0.0833,0.0
MCO,SEA,DL,1,morning,6,1,22.0,0,0,"Orlando, FL","Seattle, WA",0.1667,0.0
MCO,SFO,AS,1,evening,5,0,0.0,0,1,"Orlando, FL","San Francisco, CA",0.0,0.0
MCO,SFO,AS,1,morning,5,1,19.0,0,0,"Orlando, FL","San Francisco, CA",0.2,0.0
MCO,SFO,UA,1,evening,5,0,0.0,0,0,"Orlando, FL","San Francisco, CA",0.0,0.0
MCO,SFO,UA,1,morning,5,0,0.0,0,0,"Orlando, FL","San Francisco, CA",0.0,0.0
MCO,SJU,B6,1,afternoon,6,4,48.0,0,0,"Orlando, FL","San Juan, PR",0.6667,0.0
MCO,SJU,B6,1,evening,12,6,120.0,0,0,"Orlando, FL","San Juan, PR",0.5,0.0
MCO,SJU,B6,1,morning,5,1,57.0,0,0,"Orlando, FL","San Juan, PR",0.2,0.0
MCO,SJU,B6,1,night,6,2,121.5,0,0,"Orlando, FL","San Juan, PR",0.3333,0.0
MCO,SJU,B6,1,red_eye,5,1,18.0,0,0,"Orlando, FL","San Juan, PR",0.2,0.0
MCO,SJU,F9,1,afternoon,5,3,24.3,0,0,"Orlando, FL","San Juan, PR",0.6,0.0
MCO,SJU,F9,1,evening,6,1,42.0,0,0,"Orlando, FL","San Juan, PR",0.1667,0.0
MCO,SJU,F9,1,morning,8,4,30.5,0,0,"Orlando, FL","San Juan, PR",0.5,0.0
MCO,SJU,F9,1,night,6,3,38.3,0,0,"Orlando, FL","San Juan, PR",0.5,0.0
MCO,SJU,F9,1,red_eye,1,0,0.0,0,0,"Orlando, FL","San Juan, PR",0.0,0.0
MCO,SJU,NK,1,afternoon,1,0,0.0,0,0,"Orlando, FL","San Juan, PR",0.0,0.0
MCO,SJU,NK,1,evening,4,2,22.5,0,0,"Orlando, FL","San Juan, PR",0.5,0.0
MCO,SJU,NK,1,morning,3,1,30.0,0,0,"Orlando, FL","San Juan, PR",0.3333,0.0
MCO,SJU,NK,1,night,15,9,118.3,0,0,"Orlando, FL","San Juan, PR",0.6,0.0
MCO,SJU,NK,1,red_eye,1,0,0.0,0,0,"Orlando, FL","San Juan, PR",0.0,0.0
MCO,SJU,WN,1,afternoon,5,0,0.0,0,0,"Orlando, FL","San Juan, PR",0.0,0.0
MCO,SJU,WN,1,evening,6,1,16.0,0,0,"Orlando, FL","San Juan, PR",0.1667,0.0
MCO,SJU,WN,1,morning,10,0,0.0,0,0,"Orlando, FL","San Juan, PR",0.0,0.0
MCO,SJU,WN,1,night,4,1,17.0,0,0,"Orlando, FL","San Juan, PR",0.25,0.0
MCO,SLC,B6,1,evening,6,1,93.0,0,0,"Orlando, FL","Salt Lake City, UT",0.1667,0.0
MCO,SLC,DL,1,afternoon,6,0,0.0,0,0,"Orlando, FL","Salt Lake City, UT",0.0,0.0
MCO,SLC,DL,1,evening,10,2,25.0,0,0,"Orlando, FL","Salt Lake City, UT",0.2,0.0
MCO,SLC,DL,1,morning,12,2,17.5,0,0,"Orlando, FL","Salt Lake City, UT",0.1667,0.0
MCO,SLC,NK,1,afternoon,3,1,23.0,0,0,"Orlando, FL","Salt Lake City, UT",0.3333,0.0
MCO,SLC,NK,1,evening,1,0,0.0,0,0,"Orlando, FL","Salt Lake City, UT",0.0,0.0
MCO,SLC,NK,1,morning,2,0,0.0,0,0,"Orlando, FL","Salt Lake City, UT",0.0,0.0
MCO,STL,F9,1,afternoon,2,1,201.0,0,0,"Orlando, FL","St. Louis, MO",0.5,0.0
MCO,STL,F9,1,morning,6,0,0.0,0,0,"Orlando, FL","St. Louis, MO",0.0,0.0
MCO,STL,NK,1,afternoon,4,2,22.5,0,0,"Orlando, FL","St. Louis, MO",0.5,0.0
MCO,STL,NK,1,evening,1,0,0.0,0,0,"Orlando, FL","St. Louis, MO",0.0,0.0
MCO,STL,NK,1,morning,1,1,70.0,0,0,"Orlando, FL","St. Louis, MO",1.0,0.0
MCO,STL,WN,1,afternoon,5,2,98.5,0,0,"Orlando, FL","St. Louis, MO",0.4,0.0
MCO,STL,WN,1,evening,5,1,20.0,0,0,"Orlando, FL","St. Louis, MO",0.2,0.0
MCO,STL,WN,1,morning,10,1,48.0,0,0,"Orlando, FL","St. Louis, MO",0.1,0.0
MCO,STL,WN,1,night,5,1,54.0,0,0,"Orlando, FL","St. Louis, MO",0.2,0.0
MCO,STT,NK,1,morning,12,6,39.7,0,0,"Orlando, FL","Charlotte Amalie, VI",0.5,0.0
MCO,SYR,B6,1,afternoon,5,3,72.7,0,0,"Orlando, FL","Syracuse, NY",0.6,0.0
MCO,SYR,B6,1,evening,1,1,41.0,0,0,"Orlando, FL","Syracuse, NY",1.0,0.0
MCO,SYR,F9,1,afternoon,2,0,0.0,0,0,"Orlando, FL","Syracuse, NY",0.0,0.0
MCO,SYR,F9,1,morning,2,0,0.0,0,0,"Orlando, FL","Syracuse, NY",0.0,0.0
MCO,SYR,WN,1,morning,5,0,0.0,0,0,"Orlando, FL","Syracuse, NY",0.0,0.0
MCO,TTN,F9,1,evening,6,1,61.0,0,0,"Orlando, FL","Trenton, NJ",0.1667,0.0
MCO,TTN,F9,1,morning,6,1,45.0,0,0,"Orlando, FL","Trenton, NJ",0.1667,0.0
MCO,TTN,F9,1,night,2,0,0.0,0,0,"Orlando, FL","Trenton, NJ",0.0,0.0
MCO,TYS,F9,1,evening,1,0,0.0,0,0,"Orlando, FL","Knoxville, TN",0.0,0.0
MCO,TYS,F9,1,morning,2,1,18.0,0,0,"Orlando, FL","Knoxville, TN",0.5,0.0
MCW,FOD,OO,1,morning,4,2,62.5,1,0,"Mason City, IA","Fort Dodge, IA",0.5,0.25
MCW,ORD,OO,1,evening,4,3,55.0,0,0,"Mason City, IA","Chicago, IL",0.75,0.0
MDT,ATL,9E,1,afternoon,2,0,0.0,0,0,"Harrisburg, PA","Atlanta, GA",0.0,0.0
MDT,ATL,DL,1,afternoon,4,0,0.0,0,0,"Harrisburg, PA","Atlanta, GA",0.0,0.0
MDT,ATL,DL,1,evening,1,0,0.0,0,0,"Harrisburg, PA","Atlanta, GA",0.0,0.0
MDT,ATL,DL,1,morning,6,0,0.0,0,0,"Harrisburg, PA","Atlanta, GA",0.0,0.0
MDT,BNA,G4,1,morning,1,0,0.0,0,0,"Harrisburg, PA","Nashville, TN",0.0,0.0
MDT,CLT,AA,1,afternoon,5,0,0.0,0,0,"Harrisburg, PA","Charlotte, NC",0.0,0.0
MDT,CLT,OH,1,afternoon,5,0,0.0,0,0,"Harrisburg, PA","Charlotte, NC",0.0,0.0
MDT,CLT,OH,1,evening,5,0,0.0,0,0,"Harrisburg, PA","Charlotte, NC",0.0,0.0
MDT,DFW,AA,1,morning,6,2,57.5,0,0,"Harrisburg, PA","Dallas/Fort Worth, TX",0.3333,0.0
MDT,DTW,9E,1,afternoon,1,0,0.0,0,0,"Harrisburg, PA","Detroit, MI",0.0,0.0
MDT,DTW,9E,1,evening,4,1,24.0,1,0,"Harrisburg, PA","Detroit, MI",0.25,0.25
MDT,DTW,OO,1,afternoon,1,0,0.0,0,0,"Harrisburg, PA","Detroit, MI",0.0,0.0
MDT,FLL,G4,1,evening,1,0,0.0,0,0,"Harrisburg, PA","Fort Lauderdale, FL",0.0,0.0
MDT,MCO,F9,1,evening,1,0,0.0,0,0,"Harrisburg, PA","Orlando, FL",0.0,0.0
MDT,MCO,F9,1,night,1,1,140.0,0,0,"Harrisburg, PA","Orlando, FL",1.0,0.0
MDT,ORD,OO,1,afternoon,3,1,18.0,0,0,"Harrisburg, PA","Chicago, IL",0.3333,0.0
MDT,ORD,OO,1,evening,5,0,0.0,0,0,"Harrisburg, PA","Chicago, IL",0.0,0.0
MDT,ORD,UA,1,morning,5,0,0.0,0,0,"Harrisburg, PA","Chicago, IL",0.0,0.0
MDT,PGD,G4,1,evening,2,1,22.0,0,0,"Harrisburg, PA","Punta Gorda, FL",0.5,0.0
MDT,PGD,G4,1,morning,1,0,0.0,0,0,"Harrisburg, PA","Punta Gorda, FL",0.0,0.0
MDT,PIE,G4,1,afternoon,1,0,0.0,0,0,"Harrisburg, PA","St. Petersburg, FL",0.0,0.0
MDT,PIE,G4,1,morning,2,0,0.0,0,0,"Harrisburg, PA","St. Petersburg, FL",0.0,0.0
MDT,SFB,G4,1,afternoon,3,0,0.0,1,0,"Harrisburg, PA","Sanford, FL",0.0,0.3333
MDT,SFB,G4,1,evening,1,0,0.0,0,0,"Harrisburg, PA","Sanford, FL",0.0,0.0
MDT,SFB,G4,1,night,2,1,68.0,0,0,"Harrisburg, PA","Sanford, FL",0.5,0.0
MDT,SRQ,G4,1,morning,2,0,0.0,0,0,"Harrisburg, PA","Sarasota/Bradenton, FL",0.0,0.0
MDW,ABQ,WN,1,afternoon,1,0,0.0,0,0,"Chicago, IL","Albuquerque, NM",0.0,0.0
MDW,ABQ,WN,1,morning,4,0,0.0,0,0,"Chicago, IL","Albuquerque, NM",0.0,0.0
MDW,ALB,WN,1,afternoon,1,0,0.0,0,0,"Chicago, IL","Albany, NY",0.0,0.0
MDW,ALB,WN,1,evening,5,0,0.0,0,0,"Chicago, IL","Albany, NY",0.0,0.0
MDW,ALB,WN,1,morning,4,0,0.0,0,0,"Chicago, IL","Albany, NY",0.0,0.0
MDW,ATL,DL,1,afternoon,5,0,0.0,0,0,"Chicago, IL","Atlanta, GA",0.0,0.0
MDW,ATL,DL,1,evening,6,0,0.0,0,0,"Chicago, IL","Atlanta, GA",0.0,0.0
MDW,ATL,DL,1,morning,12,1,80.0,0,0,"Chicago, IL","Atlanta, GA",0.0833,0.0
MDW,ATL,F9,1,afternoon,2,0,0.0,0,0,"Chicago, IL","Atlanta, GA",0.0,0.0
MDW,ATL,F9,1,evening,3,0,0.0,0,0,"Chicago, IL","Atlanta, GA",0.0,0.0
MDW,ATL,F9,1,morning,1,1,78.0,0,0,"Chicago, IL","Atlanta, GA",1.0,0.0
MDW,ATL,WN,1,afternoon,5,0,0.0,0,0,"Chicago, IL","Atlanta, GA",0.0,0.0
MDW,ATL,WN,1,evening,9,2,39.5,0,0,"Chicago, IL","Atlanta, GA",0.2222,0.0
MDW,ATL,WN,1,morning,10,3,74.3,0,0,"Chicago, IL","Atlanta, GA",0.3,0.0
MDW,ATL,WN,1,night,1,0,0.0,0,0,"Chicago, IL","Atlanta, GA",0.0,0.0
MDW,AUS,WN,1,afternoon,2,0,0.0,0,0,"Chicago, IL","Austin, TX",0.0,0.0
MDW,AUS,WN,1,evening,4,3,30.0,0,0,"Chicago, IL","Austin, TX",0.75,0.0
MDW,AUS,WN,1,morning,9,0,0.0,0,0,"Chicago, IL","Austin, TX",0.0,0.0
MDW,AUS,WN,1,night,5,2,90.5,0,0,"Chicago, IL","Austin, TX",0.4,0.0
MDW,AUS,WN,1,red_eye,1,0,0.0,0,0,"Chicago, IL","Austin, TX",0.0,0.0
MDW,AVL,G4,1,afternoon,2,0,0.0,0,0,"Chicago, IL","Asheville, NC",0.0,0.0
MDW,BDL,WN,1,afternoon,5,1,19.0,0,0,"Chicago, IL","Hartford, CT",0.2,0.0
MDW,BDL,WN,1,evening,5,2,30.0,0,0,"Chicago, IL","Hartford, CT",0.4,0.0
MDW,BHM,WN,1,morning,5,2,23.0,0,0,"Chicago, IL","Birmingham, AL",0.4,0.0
MDW,BHM,WN,1,night,5,2,19.0,0,0,"Chicago, IL","Birmingham, AL",0.4,0.0
MDW,BNA,WN,1,afternoon,5,0,0.0,0,0,"Chicago, IL","Nashville, TN",0.0,0.0
MDW,BNA,WN,1,evening,5,1,58.0,0,0,"Chicago, IL","Nashville, TN",0.2,0.0
MDW,BNA,WN,1,morning,10,0,0.0,0,0,"Chicago, IL","Nashville, TN",0.0,0.0
MDW,BNA,WN,1,night,5,0,0.0,0,0,"Chicago, IL","Nashville, TN",0.0,0.0
MDW,BNA,WN,1,red_eye,5,0,0.0,0,0,"Chicago, IL","Nashville, TN",0.0,0.0
MDW,BOS,WN,1,afternoon,4,0,0.0,0,0,"Chicago, IL","Boston, MA",0.0,0.0
MDW,BOS,WN,1,evening,5,2,24.5,0,0,"Chicago, IL","Boston, MA",0.4,0.0
MDW,BOS,WN,1,morning,6,0,0.0,0,0,"Chicago, IL","Boston, MA",0.0,0.0
MDW,BOS,WN,1,night,1,1,25.0,0,0,"Chicago, IL","Boston, MA",1.0,0.0
MDW,BUF,WN,1,afternoon,1,0,0.0,0,0,"Chicago, IL","Buffalo, NY",0.0,0.0
MDW,BUF,WN,1,evening,5,3,44.3,0,0,"Chicago, IL","Buffalo, NY",0.6,0.0
MDW,BUF,WN,1,morning,5,0,0.0,0,0,"Chicago, IL","Buffalo, NY",0.0,0.0
MDW,BWI,WN,1,afternoon,9,1,49.0,0,0,"Chicago, IL","Baltimore, MD",0.1111,0.0
MDW,BWI,WN,1,evening,1,0,0.0,0,0,"Chicago, IL","Baltimore, MD",0.0,0.0
MDW,BWI,WN,1,morning,9,1,29.0,0,0,"Chicago, IL","Baltimore, MD",0.1111,0.0
MDW,BWI,WN,1,night,5,1,28.0,0,0,"Chicago, IL","Baltimore, MD",0.2,0.0
MDW,BWI,WN,1,red_eye,1,0,0.0,0,0,"Chicago, IL","Baltimore, MD",0.0,0.0
MDW,CHS,WN,1,afternoon,5,0,0.0,0,0,"Chicago, IL","Charleston, SC",0.0,0.0
MDW,CHS,WN,1,evening,1,0,0.0,0,0,"Chicago, IL","Charleston, SC",0.0,0.0
MDW,CLE,WN,1,afternoon,4,1,23.0,0,0,"Chicago, IL","Cleveland, OH",0.25,0.0
MDW,CLE,WN,1,evening,1,0,0.0,0,0,"Chicago, IL","Cleveland, OH",0.0,0.0
MDW,CLE,WN,1,morning,10,2,33.5,0,0,"Chicago, IL","Cleveland, OH",0.2,0.0
MDW,CLE,WN,1,night,5,0,0.0,0,0,"Chicago, IL","Cleveland, OH",0.0,0.0
MDW,CLT,WN,1,afternoon,1,0,0.0,0,0,"Chicago, IL","Charlotte, NC",0.0,0.0
MDW,CLT,WN,1,evening,5,1,43.0,0,0,"Chicago, IL","Charlotte, NC",0.2,0.0
MDW,CLT,WN,1,morning,5,0,0.0,0,0,"Chicago, IL","Charlotte, NC",0.0,0.0
MDW,CMH,WN,1,afternoon,5,2,35.5,0,0,"Chicago, IL","Columbus, OH",0.4,0.0
MDW,CMH,WN,1,evening,1,1,24.0,0,0,"Chicago, IL","Columbus, OH",1.0,0.0
MDW,CMH,WN,1,morning,10,1,35.0,0,0,"Chicago, IL","Columbus, OH",0.1,0.0
MDW,CMH,WN,1,night,5,1,39.0,0,0,"Chicago, IL","Columbus, OH",0.2,0.0
MDW,COS,WN,1,morning,5,1,23.0,0,0,"Chicago, IL","Colorado Springs, CO",0.2,0.0
MDW,CVG,WN,1,afternoon,5,1,16.0,0,0,"Chicago, IL","Cincinnati, OH",0.2,0.0
MDW,CVG,WN,1,evening,4,1,31.0,0,0,"Chicago, IL","Cincinnati, OH",0.25,0.0
MDW,CVG,WN,1,morning,5,0,0.0,0,0,"Chicago, IL","Cincinnati, OH",0.0,0.0
MDW,CVG,WN,1,night,1,1,29.0,0,0,"Chicago, IL","Cincinnati, OH",1.0,0.0
MDW,DAL,WN,1,afternoon,10,3,25.0,0,0,"Chicago, IL","Dallas, TX",0.3,0.0
MDW,DAL,WN,1,evening,6,3,52.0,0,0,"Chicago, IL","Dallas, TX",0.5,0.0
MDW,DAL,WN,1,morning,15,1,17.0,0,0,"Chicago, IL","Dallas, TX",0.0667,0.0
MDW,DAL,WN,1,night,4,2,24.0,0,0,"Chicago, IL","Dallas, TX",0.5,0.0
MDW,DCA,WN,1,afternoon,10,3,46.0,0,0,"Chicago, IL","Washington, DC",0.3,0.0
MDW,DCA,WN,1,evening,10,6,39.5,0,0,"Chicago, IL","Washington, DC",0.6,0.0
MDW,DCA,WN,1,morning,6,0,0.0,0,0,"Chicago, IL","Washington, DC",0.0,0.0
MDW,DCA,WN,1,red_eye,4,0,0.0,0,0,"Chicago, IL","Washington, DC",0.0,0.0
MDW,DEN,F9,1,morning,6,0,0.0,0,0,"Chicago, IL","Denver, CO",0.0,0.0
MDW,DEN,WN,1,afternoon,10,3,17.7,0,0,"Chicago, IL","Denver, CO",0.3,0.0
MDW,DEN,WN,1,evening,10,2,38.0,0,0,"Chicago, IL","Denver, CO",0.2,0.0
MDW,DEN,WN,1,morning,19,2,37.0,0,0,"Chicago, IL","Denver, CO",0.1053,0.0
MDW,DEN,WN,1,night,5,2,27.5,0,0,"Chicago, IL","Denver, CO",0.4,0.0
MDW,DEN,WN,1,red_eye,1,0,0.0,0,0,"Chicago, IL","Denver, CO",0.0,0.0
MDW,DFW,F9,1,afternoon,2,1,57.0,0,0,"Chicago, IL","Dallas/Fort Worth, TX",0.5,0.0
MDW,DFW,F9,1,morning,2,0,0.0,0,0,"Chicago, IL","Dallas/Fort Worth, TX",0.0,0.0
MDW,DFW,F9,1,night,3,2,66.5,0,0,"Chicago, IL","Dallas/Fort Worth, TX",0.6667,0.0
MDW,DTW,OO,1,evening,5,0,0.0,0,0,"Chicago, IL","Detroit, MI",0.0,0.0
MDW,DTW,OO,1,morning,5,1,18.0,0,0,"Chicago, IL","Detroit, MI",0.2,0.0
MDW,DTW,WN,1,afternoon,5,2,29.0,0,0,"Chicago, IL","Detroit, MI",0.4,0.0
MDW,DTW,WN,1,evening,4,3,28.0,0,0,"Chicago, IL","Detroit, MI",0.75,0.0
MDW,DTW,WN,1,morning,5,1,30.0,0,0,"Chicago, IL","Detroit, MI",0.2,0.0
MDW,DTW,WN,1,night,1,0,0.0,0,0,"Chicago, IL","Detroit, MI",0.0,0.0
MDW,FLL,WN,1,afternoon,5,0,0.0,0,0,"Chicago, IL","Fort Lauderdale, FL",0.0,0.0
MDW,FLL,WN,1,evening,5,1,24.0,0,0,"Chicago, IL","Fort Lauderdale, FL",0.2,0.0
MDW,FLL,WN,1,red_eye,5,0,0.0,0,0,"Chicago, IL","Fort Lauderdale, FL",0.0,0.0
MDW,GRR,WN,1,afternoon,4,2,24.0,0,0,"Chicago, IL","Grand Rapids, MI",0.5,0.0
MDW,GRR,WN,1,evening,1,0,0.0,0,0,"Chicago, IL","Grand Rapids, MI",0.0,0.0
MDW,GRR,WN,1,morning,5,0,0.0,0,0,"Chicago, IL","Grand Rapids, MI",0.0,0.0
MDW,GRR,WN,1,night,5,1,24.0,0,0,"Chicago, IL","Grand Rapids, MI",0.2,0.0
MDW,HOU,WN,1,afternoon,5,2,38.0,0,0,"Chicago, IL","Houston, TX",0.4,0.0
MDW,HOU,WN,1,evening,5,1,41.0,0,0,"Chicago, IL","Houston, TX",0.2,0.0
MDW,HOU,WN,1,morning,6,0,0.0,0,0,"Chicago, IL","Houston, TX",0.0,0.0
MDW,HOU,WN,1,night,5,0,0.0,0,0,"Chicago, IL","Houston, TX",0.0,0.0
MDW,HOU,WN,1,red_eye,4,0,0.0,0,0,"Chicago, IL","Houston, TX",0.0,0.0
MDW,IAD,WN,1,evening,5,3,30.0,0,0,"Chicago, IL","Washington, DC",0.6,0.0
MDW,IAD,WN,1,morning,5,1,30.0,0,0,"Chicago, IL","Washington, DC",0.2,0.0
MDW,IAH,WN,1,afternoon,5,1,24.0,0,0,"Chicago, IL","Houston, TX",0.2,0.0
MDW,IAH,WN,1,evening,5,1,25.0,0,0,"Chicago, IL","Houston, TX",0.2,0.0
MDW,IAH,WN,1,morning,5,0,0.0,0,0,"Chicago, IL","Houston, TX",0.0,0.0
MDW,JAX,WN,1,morning,5,0,0.0,0,0,"Chicago, IL","Jacksonville, FL",0.0,0.0
MDW,LAS,F9,1,night,5,3,31.0,0,0,"Chicago, IL","Las Vegas, NV",0.6,0.0
MDW,LAS,WN,1,afternoon,10,0,0.0,0,0,"Chicago, IL","Las Vegas, NV",0.0,0.0
MDW,LAS,WN,1,evening,6,1,16.0,0,0,"Chicago, IL","Las Vegas, NV",0.1667,0.0
MDW,LAS,WN,1,morning,19,1,62.0,0,0,"Chicago, IL","Las Vegas, NV",0.0526,0.0
MDW,LAS,WN,1,night,5,0,0.0,0,0,"Chicago, IL","Las Vegas, NV",0.0,0.0
MDW,LAS,WN,1,red_eye,4,0,0.0,0,0,"Chicago, IL","Las Vegas, NV",0.0,0.0
MDW,LAX,WN,1,afternoon,1,0,0.0,0,0,"Chicago, IL","Los Angeles, CA",0.0,0.0
MDW,LAX,WN,1,evening,5,2,30.0,0,0,"Chicago, IL","Los Angeles, CA",0.4,0.0
MDW,LAX,WN,1,morning,10,1,39.0,0,0,"Chicago, IL","Los Angeles, CA",0.1,0.0
MDW,LAX,WN,1,night,4,1,25.0,0,0,"Chicago, IL","Los Angeles, CA",0.25,0.0
MDW,LGA,WN,1,afternoon,14,3,54.3,0,0,"Chicago, IL","New York, NY",0.2143,0.0
MDW,LGA,WN,1,evening,10,7,39.1,0,0,"Chicago, IL","New York, NY",0.7,0.0
MDW,LGA,WN,1,morning,15,1,19.0,0,0,"Chicago, IL","New York, NY",0.0667,0.0
MDW,LGA,WN,1,red_eye,1,0,0.0,0,0,"Chicago, IL","New York, NY",0.0,0.0
MDW,LGB,WN,1,afternoon,5,2,39.0,0,0,"Chicago, IL","Long Beach, CA",0.4,0.0
MDW,LGB,WN,1,morning,5,2,20.5,0,0,"Chicago, IL","Long Beach, CA",0.4,0.0
MDW,MCI,WN,1,afternoon,9,1,67.0,0,0,"Chicago, IL","Kansas City, MO",0.1111,0.0
MDW,MCI,WN,1,evening,9,5,37.2,0,0,"Chicago, IL","Kansas City, MO",0.5556,0.0
MDW,MCI,WN,1,morning,14,1,23.0,0,0,"Chicago, IL","Kansas City, MO",0.0714,0.0
MDW,MCI,WN,1,night,1,0,0.0,0,0,"Chicago, IL","Kansas City, MO",0.0,0.0
MDW,MCI,WN,1,red_eye,1,0,0.0,0,0,"Chicago, IL","Kansas City, MO",0.0,0.0
MDW,MCO,F9,1,afternoon,6,1,33.0,0,0,"Chicago, IL","Orlando, FL",0.1667,0.0
MDW,MCO,F9,1,evening,1,0,0.0,0,0,"Chicago, IL","Orlando, FL",0.0,0.0
MDW,MCO,WN,1,afternoon,9,0,0.0,0,0,"Chicago, IL","Orlando, FL",0.0,0.0
MDW,MCO,WN,1,evening,10,1,18.0,0,0,"Chicago, IL","Orlando, FL",0.1,0.0
MDW,MCO,WN,1,morning,15,0,0.0,0,0,"Chicago, IL","Orlando, FL",0.0,0.0
MDW,MCO,WN,1,night,1,0,0.0,0,0,"Chicago, IL","Orlando, FL",0.0,0.0
MDW,MCO,WN,1,red_eye,5,0,0.0,0,0,"Chicago, IL","Orlando, FL",0.0,0.0
MDW,MEM,WN,1,morning,5,0,0.0,0,0,"Chicago, IL","Memphis, TN",0.0,0.0
MDW,MEM,WN,1,night,5,2,61.5,0,0,"Chicago, IL","Memphis, TN",0.4,0.0
MDW,MHT,WN,1,afternoon,5,1,93.0,0,0,"Chicago, IL","Manchester, NH",0.2,0.0
MDW,MIA,F9,1,afternoon,1,0,0.0,0,0,"Chicago, IL","Miami, FL",0.0,0.0
MDW,MIA,F9,1,evening,5,2,472.5,0,0,"Chicago, IL","Miami, FL",0.4,0.0
