op_unique_carrier,origin,dest,dep_hour,flights
DL,ATL,TYS,22,5
DL,ATL,VPS,8,5
DL,ATL,VPS,11,6
DL,ATL,VPS,13,2
DL,ATL,VPS,15,6
DL,ATL,VPS,22,5
DL,AUS,ATL,5,6
DL,AUS,ATL,7,6
DL,AUS,ATL,10,6
DL,AUS,ATL,13,6
DL,AUS,ATL,16,4
DL,AUS,ATL,17,2
DL,AUS,ATL,18,5
DL,AUS,BOS,18,5
DL,AUS,DTW,5,6
DL,AUS,DTW,11,5
DL,AUS,DTW,16,4
DL,AUS,JFK,6,6
DL,AUS,JFK,12,6
DL,AUS,LAS,15,6
DL,AUS,LAX,6,6
DL,AUS,LAX,15,5
DL,AUS,MCO,7,6
DL,AUS,MSP,6,6
DL,AUS,MSP,11,6
DL,AUS,MSP,18,4
DL,AUS,SEA,16,6
DL,AUS,SLC,7,6
DL,AUS,SLC,12,6
DL,AUS,SLC,19,4
DL,AVL,ATL,6,6
DL,AVL,ATL,8,5
DL,BDL,ATL,6,6
DL,BDL,ATL,11,6
DL,BDL,ATL,14,6
DL,BDL,ATL,18,6
DL,BDL,DTW,5,6
DL,BDL,MSP,5,6
DL,BDL,MSP,14,5
DL,BHM,ATL,5,4
DL,BHM,ATL,6,4
DL,BHM,ATL,7,2
DL,BHM,ATL,9,5
DL,BHM,ATL,13,6
DL,BHM,ATL,15,6
DL,BHM,ATL,17,6
DL,BIL,MSP,6,6
DL,BIL,SLC,5,6
DL,BIS,MSP,5,6
DL,BNA,ATL,5,6
DL,BNA,ATL,7,6
DL,BNA,ATL,9,5
DL,BNA,ATL,11,5
DL,BNA,ATL,14,6
DL,BNA,ATL,17,6
DL,BNA,ATL,19,4
DL,BNA,BOS,15,5
DL,BNA,DTW,6,6
DL,BNA,DTW,10,6
DL,BNA,DTW,17,6
DL,BNA,LAX,7,6
DL,BNA,LAX,14,2
DL,BNA,LAX,16,4
DL,BNA,MSP,6,6
DL,BNA,MSP,10,6
DL,BNA,MSP,18,6
DL,BNA,SEA,6,6
DL,BNA,SLC,7,6
DL,BNA,SLC,17,4
DL,BOI,ATL,14,6
DL,BOI,MSP,5,6
DL,BOI,MSP,14,6
DL,BOI,SLC,6,6
DL,BOI,SLC,11,5
DL,BOI,SLC,13,6
DL,BOI,SLC,18,5
DL,BOS,ATL,5,6
DL,BOS,ATL,7,6
DL,BOS,ATL,8,4
DL,BOS,ATL,10,6
DL,BOS,ATL,12,6
DL,BOS,ATL,13,6
DL,BOS,ATL,15,6
DL,BOS,ATL,17,6
DL,BOS,ATL,18,6
DL,BOS,AUS,7,5
DL,BOS,BNA,8,5
DL,BOS,CHS,10,6
DL,BOS,DEN,7,6
DL,BOS,DFW,7,6
DL,BOS,DFW,13,6
DL,BOS,DFW,18,4
DL,BOS,DTW,5,6
DL,BOS,DTW,8,5
DL,BOS,DTW,12,6
DL,BOS,DTW,16,6
DL,BOS,FLL,7,2
DL,BOS,FLL,8,4
DL,BOS,FLL,16,5
DL,BOS,JAX,8,6
DL,BOS,JAX,14,5
DL,BOS,JFK,6,6
DL,BOS,JFK,17,6
DL,BOS,LAS,7,6
DL,BOS,LAS,18,3
DL,BOS,LAX,8,6
DL,BOS,LAX,15,6
DL,BOS,MCO,7,6
DL,BOS,MCO,10,6
DL,BOS,MCO,16,5
DL,BOS,MIA,7,6
DL,BOS,MIA,16,4
DL,BOS,MSP,6,4
DL,BOS,MSP,7,2
DL,BOS,MSP,11,6
DL,BOS,MSP,15,6
DL,BOS,MSP,18,5
DL,BOS,MSY,11,5
DL,BOS,PBI,8,6
DL,BOS,PBI,16,3
DL,BOS,PHX,8,5
DL,BOS,RDU,7,5
DL,BOS,RDU,14,5
DL,BOS,RDU,19,5
DL,BOS,RSW,7,6
DL,BOS,RSW,15,3
DL,BOS,SAN,17,6
DL,BOS,SEA,6,6
DL,BOS,SEA,18,5
DL,BOS,SFO,7,6
DL,BOS,SJU,7,6
DL,BOS,SLC,6,6
DL,BOS,SLC,10,5
DL,BOS,SLC,18,5
DL,BOS,TPA,7,6
DL,BOS,TPA,14,4
DL,BTR,ATL,6,6
DL,BTV,ATL,5,6
DL,BUF,ATL,6,6
DL,BUF,ATL,14,5
DL,BUF,ATL,18,4
DL,BUF,DTW,6,6
DL,BUF,LGA,7,6
DL,BWI,ATL,6,6
DL,BWI,ATL,8,5
DL,BWI,ATL,11,6
DL,BWI,ATL,14,5
DL,BWI,ATL,16,5
DL,BWI,ATL,18,6
DL,BWI,DTW,6,6
DL,BWI,DTW,13,5
DL,BWI,MSP,6,6
DL,BWI,MSP,15,6
DL,BWI,SLC,6,6
DL,BZN,ATL,12,6
DL,BZN,ATL,14,4
DL,BZN,MSP,6,6
DL,BZN,MSP,14,6
DL,BZN,SLC,5,6
DL,BZN,SLC,12,5
DL,CAE,ATL,6,6
DL,CAE,ATL,11,5
DL,CAE,ATL,17,6
DL,CAE,ATL,19,5
DL,CHA,ATL,6,6
DL,CHO,ATL,6,5
DL,CHS,ATL,5,4
DL,CHS,ATL,6,2
DL,CHS,ATL,7,4
DL,CHS,ATL,10,5
DL,CHS,ATL,12,6
DL,CHS,ATL,14,5
DL,CHS,ATL,17,5
DL,CHS,ATL,20,5
DL,CHS,BOS,13,6
DL,CHS,DTW,13,6
DL,CHS,LGA,11,4
DL,CHS,MSP,7,6
DL,CID,ATL,5,6
DL,CLE,ATL,6,6
DL,CLE,ATL,7,6
DL,CLE,ATL,11,5
DL,CLE,ATL,14,5
DL,CLE,ATL,17,5
DL,CLE,DTW,6,6
DL,CLT,ATL,6,6
DL,CLT,ATL,7,6
DL,CLT,ATL,11,5
DL,CLT,ATL,14,6
DL,CLT,DTW,6,6
DL,CLT,MSP,6,6
DL,CLT,MSP,12,5
DL,CLT,MSP,18,5
DL,CLT,SLC,7,6
DL,CLT,SLC,18,5
DL,CMH,ATL,6,6
DL,CMH,ATL,7,6
DL,CMH,ATL,11,6
DL,CMH,ATL,13,5
DL,CMH,ATL,16,2
DL,CMH,ATL,17,4
DL,COS,ATL,6,6
DL,CVG,ATL,6,6
DL,CVG,ATL,8,5
DL,CVG,ATL,11,6
DL,CVG,ATL,13,5
DL,CVG,ATL,16,6
DL,CVG,DEN,6,5
DL,CVG,DTW,5,6
DL,CVG,FLL,8,6
DL,CVG,LAS,8,6
DL,CVG,LAX,6,5
DL,CVG,MCO,6,6
DL,CVG,MCO,16,6
DL,CVG,MSP,7,6
DL,CVG,RSW,12,6
DL,CVG,SEA,17,6
DL,CVG,SLC,8,6
DL,CVG,TPA,14,6
DL,DAB,ATL,6,6
DL,DAB,ATL,11,6
DL,DAB,ATL,16,5
DL,DAL,ATL,6,6
DL,DAL,ATL,12,5
DL,DAL,ATL,18,6
DL,DAL,LAX,7,5
DL,DAL,LAX,14,5
DL,DAY,ATL,6,6
DL,DCA,ATL,6,6
DL,DCA,ATL,7,6
DL,DCA,ATL,9,6
DL,DCA,ATL,11,5
DL,DCA,ATL,14,5
DL,DCA,ATL,15,6
DL,DCA,ATL,17,5
DL,DCA,ATL,18,6
DL,DCA,ATL,19,5
DL,DCA,DTW,6,6
DL,DCA,DTW,12,6
DL,DCA,LAX,17,6
DL,DCA,MCO,6,5
DL,DCA,MIA,13,5
DL,DCA,MSP,7,5
DL,DCA,MSP,11,6
DL,DCA,MSP,15,6
DL,DCA,MSP,19,5
DL,DCA,SLC,17,6
DL,DEN,ATL,6,6
DL,DEN,ATL,8,6
DL,DEN,ATL,11,6
DL,DEN,ATL,12,6
DL,DEN,ATL,14,6
DL,DEN,ATL,15,6
DL,DEN,ATL,18,6
DL,DEN,BOS,11,6
DL,DEN,CVG,8,5
DL,DEN,DTW,0,5
DL,DEN,DTW,5,6
DL,DEN,DTW,10,6
DL,DEN,DTW,15,6
DL,DEN,JFK,7,6
DL,DEN,JFK,12,6
DL,DEN,LAX,7,6
DL,DEN,LAX,12,6
DL,DEN,LAX,18,6
DL,DEN,LGA,8,6
DL,DEN,LGA,17,5
DL,DEN,MSP,6,6
DL,DEN,MSP,11,6
DL,DEN,MSP,14,6
DL,DEN,MSP,16,4
DL,DEN,MSP,17,6
DL,DEN,SEA,6,6
DL,DEN,SEA,12,6
DL,DEN,SEA,18,5
DL,DEN,SLC,5,5
DL,DEN,SLC,8,6
DL,DEN,SLC,12,6
DL,DEN,SLC,18,6
DL,DFW,ATL,5,6
DL,DFW,ATL,7,6
DL,DFW,ATL,10,6
DL,DFW,ATL,13,6
DL,DFW,ATL,16,6
DL,DFW,ATL,18,6
DL,DFW,ATL,19,5
DL,DFW,BOS,7,6
DL,DFW,BOS,12,5
DL,DFW,BOS,17,5
DL,DFW,DTW,5,6
DL,DFW,DTW,11,6
DL,DFW,DTW,15,6
DL,DFW,DTW,19,4
DL,DFW,JFK,6,5
DL,DFW,JFK,12,6
DL,DFW,LAX,6,6
DL,DFW,LAX,16,4
DL,DFW,LGA,6,5
DL,DFW,LGA,12,4
DL,DFW,LGA,13,2
DL,DFW,LGA,14,4
DL,DFW,LGA,17,6
DL,DFW,MSP,6,6
DL,DFW,MSP,11,6
DL,DFW,MSP,14,6
DL,DFW,MSP,18,5
DL,DFW,SLC,5,6
DL,DFW,SLC,8,6
DL,DFW,SLC,12,6
DL,DFW,SLC,14,6
DL,DFW,SLC,19,4
DL,DSM,ATL,5,6
DL,DSM,ATL,12,5
DL,DSM,ATL,18,5
DL,DTW,ALB,21,6
DL,DTW,ATL,5,5
DL,DTW,ATL,6,6
DL,DTW,ATL,8,6
DL,DTW,ATL,10,6
DL,DTW,ATL,13,6
DL,DTW,ATL,14,6
DL,DTW,ATL,16,6
DL,DTW,ATL,18,5
DL,DTW,ATL,19,5
DL,DTW,AUS,8,6
DL,DTW,AUS,15,4
DL,DTW,AUS,20,5
DL,DTW,BDL,21,6
DL,DTW,BNA,8,6
DL,DTW,BNA,16,5
DL,DTW,BNA,20,6
DL,DTW,BOS,7,5
DL,DTW,BOS,10,6
DL,DTW,BOS,14,5
DL,DTW,BOS,20,2
DL,DTW,BOS,21,4
DL,DTW,BUF,21,3
DL,DTW,BUF,22,2
DL,DTW,BWI,10,6
DL,DTW,BWI,21,6
DL,DTW,CHS,10,6
DL,DTW,CLE,22,5
DL,DTW,CLT,21,5
DL,DTW,CVG,21,6
DL,DTW,DCA,10,6
DL,DTW,DCA,15,2
DL,DTW,DCA,21,6
DL,DTW,DEN,8,6
DL,DTW,DEN,12,6
DL,DTW,DEN,16,6
DL,DTW,DEN,21,5
DL,DTW,DFW,8,6
DL,DTW,DFW,12,6
DL,DTW,DFW,16,5
DL,DTW,DFW,21,5
DL,DTW,EWR,10,6
DL,DTW,EWR,14,5
DL,DTW,EWR,21,6
DL,DTW,FLL,6,6
DL,DTW,FLL,10,6
DL,DTW,FLL,12,6
DL,DTW,FLL,15,6
DL,DTW,FLL,19,5
DL,DTW,FLL,21,5
DL,DTW,GRR,21,2
DL,DTW,GRR,22,4
DL,DTW,HNL,10,6
DL,DTW,IAH,8,6
DL,DTW,IAH,16,6
DL,DTW,IAH,20,5
DL,DTW,IND,21,6
DL,DTW,JAX,8,6
DL,DTW,LAS,9,6
DL,DTW,LAS,12,6
DL,DTW,LAS,16,5
DL,DTW,LAS,18,6
DL,DTW,LAS,21,5
DL,DTW,LAX,8,6
DL,DTW,LAX,12,6
DL,DTW,LAX,15,6
DL,DTW,LAX,18,4
DL,DTW,LAX,20,6
DL,DTW,LGA,7,2
DL,DTW,LGA,10,6
DL,DTW,LGA,15,5
DL,DTW,LGA,20,2
DL,DTW,LGA,21,4
DL,DTW,MCI,15,5
DL,DTW,MCO,6,6
DL,DTW,MCO,8,6
DL,DTW,MCO,10,6
DL,DTW,MCO,14,5
DL,DTW,MCO,15,6
DL,DTW,MCO,17,5
DL,DTW,MCO,21,5
DL,DTW,MIA,8,6
DL,DTW,MIA,12,5
DL,DTW,MIA,19,5
DL,DTW,MKE,16,5
DL,DTW,MSN,20,5
DL,DTW,MSP,7,5
DL,DTW,MSP,8,6
DL,DTW,MSP,12,6
DL,DTW,MSP,16,6
DL,DTW,MSP,19,6
DL,DTW,MSY,8,6
DL,DTW,MSY,14,5
DL,DTW,MYR,8,5
DL,DTW,ORD,16,5
DL,DTW,ORD,20,6
DL,DTW,ORF,21,5
DL,DTW,PBI,10,6
DL,DTW,PBI,13,5
DL,DTW,PDX,8,3
DL,DTW,PHL,18,2
DL,DTW,PHL,21,6
DL,DTW,PHX,8,6
DL,DTW,PHX,12,6
DL,DTW,PHX,16,6
DL,DTW,PHX,20,4
DL,DTW,RDU,10,6
DL,DTW,RDU,14,6
DL,DTW,RDU,21,5
DL,DTW,RSW,7,6
DL,DTW,RSW,10,6
DL,DTW,RSW,16,6
DL,DTW,RSW,18,5
DL,DTW,RSW,21,5
DL,DTW,SAN,8,6
DL,DTW,SAN,16,6
DL,DTW,SAT,8,6
DL,DTW,SAT,20,5
DL,DTW,SEA,8,6
DL,DTW,SEA,12,6
DL,DTW,SEA,16,6
DL,DTW,SEA,19,5
DL,DTW,SFO,8,6
DL,DTW,SFO,12,6
DL,DTW,SFO,20,5
DL,DTW,SJU,9,6
DL,DTW,SLC,8,6
DL,DTW,SLC,12,6
DL,DTW,SLC,17,5
DL,DTW,SLC,19,6
DL,DTW,SNA,8,4
DL,DTW,SRQ,8,6
DL,DTW,STL,8,6
DL,DTW,SYR,21,6
DL,DTW,TPA,6,2
DL,DTW,TPA,7,6
DL,DTW,TPA,10,6
DL,DTW,TPA,14,5
DL,DTW,TPA,18,6
DL,DTW,TPA,21,6
DL,DTW,TVC,22,4
DL,DTW,TVC,23,2
DL,ECP,ATL,6,6
DL,ECP,ATL,9,5
DL,ECP,ATL,13,5
DL,ECP,ATL,16,3
DL,ECP,ATL,17,6
DL,EGE,ATL,12,6
DL,EGE,ATL,14,6
DL,ELP,ATL,6,4
DL,ELP,ATL,13,6
DL,EWR,ATL,6,6
DL,EWR,ATL,8,6
DL,EWR,ATL,10,5
DL,EWR,ATL,12,6
DL,EWR,ATL,14,5
DL,EWR,ATL,17,5
DL,EWR,DTW,6,6
DL,EWR,DTW,13,6
DL,EWR,DTW,17,5
DL,EWR,MSP,6,6
DL,EWR,MSP,12,6
DL,EWR,MSP,18,6
DL,EWR,SLC,7,6
DL,EWR,SLC,18,6
DL,EYW,ATL,11,6
DL,EYW,ATL,13,6
DL,EYW,ATL,18,6
DL,FAI,SEA,1,6
DL,FAR,MSP,5,6
DL,FAR,MSP,6,2
DL,FAY,ATL,6,6
DL,FCA,MSP,14,6
DL,FCA,SLC,5,6
DL,FLL,ATL,6,6
DL,FLL,ATL,7,6
DL,FLL,ATL,9,6
DL,FLL,ATL,10,6
DL,FLL,ATL,11,5
DL,FLL,ATL,12,6
DL,FLL,ATL,13,6
DL,FLL,ATL,14,6
DL,FLL,ATL,15,6
DL,FLL,ATL,17,6
DL,FLL,ATL,18,6
DL,FLL,ATL,19,4
DL,FLL,ATL,20,5
DL,FLL,BOS,7,2
DL,FLL,BOS,8,4
DL,FLL,BOS,14,4
DL,FLL,CVG,12,6
DL,FLL,DTW,6,6
DL,FLL,DTW,8,6
DL,FLL,DTW,12,6
DL,FLL,DTW,14,6
DL,FLL,DTW,16,6
DL,FLL,DTW,20,5
DL,FLL,JFK,7,5
DL,FLL,JFK,9,2
DL,FLL,JFK,11,6
DL,FLL,JFK,15,6
DL,FLL,JFK,19,6
DL,FLL,LAX,7,6
DL,FLL,LGA,7,6
DL,FLL,LGA,11,6
DL,FLL,LGA,14,6
DL,FLL,LGA,17,6
DL,FLL,MSP,6,6
DL,FLL,MSP,14,6
DL,FLL,MSP,18,3
DL,FLL,RDU,15,6
DL,FLL,SEA,18,6
DL,FLL,SLC,6,6
DL,FSD,ATL,5,6
DL,FSD,MSP,5,6
DL,GEG,ATL,12,6
DL,GEG,MSP,6,6
DL,GEG,MSP,13,5
DL,GEG,SEA,5,6
DL,GEG,SEA,6,4
DL,GEG,SLC,5,6
DL,GEG,SLC,10,5
DL,GEG,SLC,13,6
DL,GEG,SLC,17,5
DL,GNV,ATL,6,6
DL,GNV,ATL,12,6
DL,GNV,ATL,15,4
DL,GNV,ATL,18,4
DL,GPT,ATL,5,6
DL,GRB,ATL,5,6
DL,GRR,ATL,6,6
DL,GRR,ATL,13,5
DL,GRR,ATL,18,5
DL,GRR,DTW,6,6
DL,GRR,MSP,7,6
DL,GRR,MSP,16,2
DL,GSO,ATL,5,5
DL,GSO,ATL,7,5
DL,GSO,ATL,12,6
DL,GSO,ATL,16,6
DL,GSO,ATL,19,5
DL,GSP,ATL,5,5
DL,GSP,ATL,7,5
DL,GSP,ATL,12,6
DL,GSP,ATL,16,6
DL,GSP,ATL,19,5
DL,HDN,ATL,13,6
DL,HNL,ATL,16,6
DL,HNL,DTW,16,6
DL,HNL,JFK,18,6
DL,HNL,LAX,8,6
DL,HNL,LAX,12,6
DL,HNL,LAX,22,6
DL,HNL,MSP,18,6
DL,HNL,SEA,14,6
DL,HNL,SEA,22,6
DL,HNL,SLC,22,6
DL,HOU,ATL,6,6
DL,HOU,ATL,10,6
DL,HOU,ATL,17,5
DL,HPN,ATL,6,6
DL,HPN,ATL,12,6
DL,HPN,MCO,7,6
DL,HPN,PBI,15,6
DL,HRL,MSP,15,6
DL,HSV,ATL,6,2
DL,HSV,ATL,16,6
DL,IAD,ATL,6,6
DL,IAD,ATL,10,4
DL,IAD,ATL,11,2
DL,IAD,ATL,13,4
DL,IAD,ATL,16,6
DL,IAD,ATL,19,3
DL,IAD,SEA,17,6
DL,IAD,SLC,7,6
DL,IAH,ATL,6,6
DL,IAH,ATL,7,6
DL,IAH,ATL,10,6
DL,IAH,ATL,14,6
DL,IAH,ATL,18,6
DL,IAH,DTW,5,6
DL,IAH,DTW,11,6
DL,IAH,DTW,19,5
DL,IAH,LAX,6,6
DL,IAH,LAX,16,4
DL,IAH,LGA,7,6
DL,IAH,LGA,13,6
DL,IAH,LGA,15,4
DL,IAH,MSP,6,6
DL,IAH,MSP,14,6
DL,IAH,SLC,7,6
DL,IAH,SLC,12,6
DL,IAH,SLC,19,4
DL,ICT,ATL,5,6
DL,ILM,ATL,6,2
DL,ILM,ATL,17,5
DL,IND,ATL,6,6
DL,IND,ATL,8,6
DL,IND,ATL,11,5
DL,IND,ATL,14,5
DL,IND,ATL,18,5
DL,IND,DTW,6,6
DL,IND,LAX,6,3
DL,IND,MSP,7,6
DL,IND,MSP,16,5
DL,JAC,ATL,14,6
DL,JAC,SLC,7,6
DL,JAC,SLC,13,6
DL,JAC,SLC,17,5
DL,JAN,ATL,5,6
DL,JAN,ATL,13,5
DL,JAN,ATL,17,5
DL,JAX,ATL,5,4
DL,JAX,ATL,6,6
DL,JAX,ATL,8,5
DL,JAX,ATL,9,6
DL,JAX,ATL,11,6
DL,JAX,ATL,13,6
DL,JAX,ATL,15,5
DL,JAX,ATL,17,6
DL,JAX,ATL,18,5
DL,JAX,BOS,12,6
DL,JAX,BOS,18,5
DL,JAX,DTW,11,6
DL,JAX,JFK,7,6
DL,JAX,LGA,6,5
DL,JAX,MSP,18,5
DL,JFK,ATL,6,6
DL,JFK,ATL,8,6
DL,JFK,ATL,12,6
DL,JFK,ATL,16,6
DL,JFK,ATL,19,6
DL,JFK,ATL,21,6
DL,JFK,AUS,7,6
DL,JFK,AUS,18,6
DL,JFK,BOS,12,6
DL,JFK,BOS,20,6
DL,JFK,DEN,8,6
DL,JFK,DEN,15,6
DL,JFK,DFW,8,5
DL,JFK,DFW,18,6
DL,JFK,FLL,7,6
DL,JFK,FLL,11,6
DL,JFK,FLL,15,6
DL,JFK,FLL,17,6
DL,JFK,FLL,19,2
DL,JFK,HNL,10,6
DL,JFK,JAX,19,6
DL,JFK,LAS,8,6
DL,JFK,LAS,11,6
DL,JFK,LAS,15,6
DL,JFK,LAS,18,6
DL,JFK,LAS,21,6
DL,JFK,LAX,7,5
DL,JFK,LAX,8,6
DL,JFK,LAX,10,6
DL,JFK,LAX,13,6
DL,JFK,LAX,15,6
DL,JFK,LAX,17,6
DL,JFK,LAX,19,6
DL,JFK,MCO,7,6
DL,JFK,MCO,9,6
DL,JFK,MCO,12,6
DL,JFK,MCO,15,6
DL,JFK,MCO,17,6
DL,JFK,MCO,19,2
DL,JFK,MIA,7,6
DL,JFK,MIA,9,6
DL,JFK,MIA,11,6
DL,JFK,MIA,15,6
DL,JFK,MIA,19,6
DL,JFK,MSP,8,6
DL,JFK,MSP,12,6
DL,JFK,MSP,19,6
DL,JFK,MSY,8,2
DL,JFK,MSY,16,6
DL,JFK,PBI,7,6
DL,JFK,PBI,15,6
DL,JFK,PDX,19,6
DL,JFK,PHX,7,6
DL,JFK,PHX,16,6
DL,JFK,PHX,20,2
DL,JFK,RSW,7,6
DL,JFK,RSW,13,3
DL,JFK,SAN,8,6
DL,JFK,SAN,16,6
DL,JFK,SAT,10,6
DL,JFK,SEA,6,6
DL,JFK,SEA,10,6
DL,JFK,SEA,18,6
DL,JFK,SFO,7,6
DL,JFK,SFO,11,6
DL,JFK,SFO,15,6
DL,JFK,SFO,19,6
DL,JFK,SJU,7,6
DL,JFK,SJU,11,6
DL,JFK,SJU,16,6
DL,JFK,SJU,21,6
DL,JFK,SLC,6,6
DL,JFK,SLC,11,6
DL,JFK,SLC,15,6
DL,JFK,SLC,17,6
DL,JFK,SLC,20,6
DL,JFK,STT,8,6
DL,JFK,TPA,8,6
DL,JFK,TPA,11,6
DL,JFK,TPA,19,6
DL,KOA,LAX,21,6
DL,KOA,SEA,22,6
DL,LAS,ATL,0,5
DL,LAS,ATL,6,6
DL,LAS,ATL,7,6
DL,LAS,ATL,11,6
DL,LAS,ATL,13,6
DL,LAS,ATL,14,6
DL,LAS,ATL,17,5
DL,LAS,ATL,22,6
DL,LAS,ATL,23,6
DL,LAS,AUS,17,6
DL,LAS,BOS,12,6
DL,LAS,BOS,22,3
DL,LAS,CVG,23,5
DL,LAS,DTW,5,6
DL,LAS,DTW,10,6
DL,LAS,DTW,12,6
DL,LAS,DTW,15,5
DL,LAS,DTW,22,5
DL,LAS,JFK,8,6
DL,LAS,JFK,11,6
DL,LAS,JFK,14,6
DL,LAS,JFK,16,6
DL,LAS,JFK,23,6
DL,LAS,LAX,6,6
DL,LAS,LAX,11,5
DL,LAS,LAX,14,6
DL,LAS,LAX,17,6
DL,LAS,LAX,19,5
DL,LAS,MSP,6,6
DL,LAS,MSP,9,6
DL,LAS,MSP,12,6
DL,LAS,MSP,14,6
DL,LAS,MSP,18,5
DL,LAS,RDU,22,6
DL,LAS,SEA,6,6
DL,LAS,SEA,9,5
DL,LAS,SEA,13,6
DL,LAS,SEA,15,5
DL,LAS,SEA,19,5
DL,LAS,SLC,6,6
DL,LAS,SLC,10,5
DL,LAS,SLC,13,6
DL,LAS,SLC,17,6
DL,LAS,SLC,19,2
DL,LAX,ATL,5,2
DL,LAX,ATL,6,4
DL,LAX,ATL,7,2
DL,LAX,ATL,8,6
DL,LAX,ATL,9,6
DL,LAX,ATL,10,6
DL,LAX,ATL,12,6
DL,LAX,ATL,14,6
DL,LAX,ATL,16,6
DL,LAX,ATL,22,6
DL,LAX,ATL,23,5
DL,LAX,AUS,8,5
DL,LAX,AUS,16,6
DL,LAX,BNA,7,5
DL,LAX,BNA,15,5
DL,LAX,BOS,8,6
DL,LAX,BOS,13,6
DL,LAX,CVG,21,5
DL,LAX,DAL,8,6
DL,LAX,DAL,18,5
DL,LAX,DCA,8,6
DL,LAX,DEN,8,6
DL,LAX,DEN,14,6
DL,LAX,DEN,19,6
DL,LAX,DFW,9,6
DL,LAX,DFW,17,4
DL,LAX,DTW,5,6
DL,LAX,DTW,7,6
DL,LAX,DTW,12,6
DL,LAX,DTW,15,4
DL,LAX,DTW,22,6
DL,LAX,FLL,22,6
DL,LAX,HNL,7,6
DL,LAX,HNL,13,6
DL,LAX,HNL,16,6
DL,LAX,IAH,9,6
DL,LAX,IAH,17,4
DL,LAX,IND,23,2
DL,LAX,JFK,6,5
DL,LAX,JFK,7,6
DL,LAX,JFK,9,6
DL,LAX,JFK,11,6
DL,LAX,JFK,13,6
DL,LAX,JFK,15,6
DL,LAX,JFK,21,6
DL,LAX,KOA,16,6
DL,LAX,LAS,8,6
DL,LAX,LAS,12,6
DL,LAX,LAS,15,6
DL,LAX,LAS,18,5
DL,LAX,LAS,21,5
DL,LAX,LIH,14,6
DL,LAX,MCI,10,5
DL,LAX,MCO,7,6
DL,LAX,MCO,10,6
DL,LAX,MCO,16,6
DL,LAX,MCO,23,4
DL,LAX,MEM,18,4
DL,LAX,MIA,9,6
DL,LAX,MSP,6,6
DL,LAX,MSP,8,6
DL,LAX,MSP,11,6
DL,LAX,MSP,13,4
DL,LAX,MSP,15,6
DL,LAX,MSP,23,6
DL,LAX,MSY,9,5
DL,LAX,MSY,15,4
DL,LAX,OGG,8,6
DL,LAX,OGG,17,5
DL,LAX,PDX,7,6
DL,LAX,PDX,13,6
DL,LAX,PDX,20,5
DL,LAX,RDU,10,5
DL,LAX,SAT,9,6
DL,LAX,SAT,19,4
DL,LAX,SEA,7,6
DL,LAX,SEA,11,6
DL,LAX,SEA,13,5
DL,LAX,SEA,16,4
DL,LAX,SEA,20,5
DL,LAX,SFO,7,5
DL,LAX,SFO,10,5
DL,LAX,SFO,13,5
DL,LAX,SFO,17,4
DL,LAX,SFO,18,2
DL,LAX,SFO,21,3
DL,LAX,SLC,5,6
DL,LAX,SLC,7,6
DL,LAX,SLC,9,5
DL,LAX,SLC,11,6
DL,LAX,SLC,13,6
DL,LAX,SLC,17,6
DL,LAX,SLC,19,4
DL,LAX,TPA,10,6
DL,LGA,ATL,6,6
DL,LGA,ATL,7,2
DL,LGA,ATL,8,4
DL,LGA,ATL,9,2
DL,LGA,ATL,10,4
DL,LGA,ATL,11,6
DL,LGA,ATL,12,4
DL,LGA,ATL,13,2
DL,LGA,ATL,14,4
DL,LGA,ATL,15,2
DL,LGA,ATL,16,4
DL,LGA,ATL,17,6
DL,LGA,ATL,19,6
DL,LGA,BUF,19,2
DL,LGA,BUF,20,4
DL,LGA,CHS,8,4
DL,LGA,DEN,7,6
DL,LGA,DEN,16,5
DL,LGA,DFW,8,4
DL,LGA,DFW,9,2
DL,LGA,DFW,10,4
DL,LGA,DFW,13,6
DL,LGA,DFW,17,2
DL,LGA,DFW,19,4
DL,LGA,DTW,6,6
DL,LGA,DTW,9,2
DL,LGA,DTW,12,6
DL,LGA,DTW,17,6
DL,LGA,FLL,7,6
DL,LGA,FLL,9,6
DL,LGA,FLL,13,6
DL,LGA,FLL,16,5
DL,LGA,IAH,9,6
DL,LGA,IAH,11,4
DL,LGA,IAH,19,4
DL,LGA,JAX,19,6
DL,LGA,MCO,7,6
DL,LGA,MCO,9,6
DL,LGA,MCO,11,6
DL,LGA,MCO,15,6
DL,LGA,MCO,18,6
DL,LGA,MCO,20,2
DL,LGA,MIA,7,6
DL,LGA,MIA,11,6
DL,LGA,MIA,15,6
DL,LGA,MIA,17,6
DL,LGA,MIA,19,2
DL,LGA,MSP,7,6
DL,LGA,MSP,11,6
DL,LGA,MSP,15,5
DL,LGA,MSP,18,6
DL,LGA,MSY,10,5
DL,LGA,MSY,17,6
DL,LGA,ORD,8,4
DL,LGA,ORD,14,4
DL,LGA,ORD,17,4
DL,LGA,PBI,7,6
DL,LGA,PBI,11,6
DL,LGA,PBI,15,5
DL,LGA,PBI,19,5
DL,LGA,RSW,8,6
DL,LGA,RSW,12,6
DL,LGA,SRQ,11,6
DL,LGA,SRQ,19,5
DL,LGA,TPA,7,6
DL,LGA,TPA,10,6
DL,LGA,TPA,17,2
DL,LGA,TPA,19,4
DL,LGB,SLC,13,6
DL,LIH,LAX,22,6
DL,LIH,SEA,21,6
