op_unique_carrier,origin,dest,dep_hour,flights
NK,LGA,MIA,18,6
NK,LGA,MYR,5,6
NK,LGA,ORD,20,6
NK,LGA,PBI,7,6
NK,MCI,LAS,7,3
NK,MCI,LAS,8,3
NK,MCI,LAX,19,2
NK,MCI,LAX,20,3
NK,MCI,MCO,5,6
NK,MCI,MCO,17,5
NK,MCO,ACY,13,6
NK,MCO,ACY,15,6
NK,MCO,ACY,17,6
NK,MCO,ACY,21,3
NK,MCO,ATL,9,4
NK,MCO,ATL,12,2
NK,MCO,ATL,16,4
NK,MCO,ATL,22,5
NK,MCO,AUS,15,2
NK,MCO,BNA,6,4
NK,MCO,BNA,14,3
NK,MCO,BNA,17,3
NK,MCO,BNA,18,3
NK,MCO,BNA,19,3
NK,MCO,BOS,6,2
NK,MCO,BOS,8,3
NK,MCO,BOS,11,6
NK,MCO,BOS,12,2
NK,MCO,BOS,13,2
NK,MCO,BOS,15,4
NK,MCO,BOS,16,2
NK,MCO,BWI,11,2
NK,MCO,BWI,14,6
NK,MCO,BWI,16,3
NK,MCO,BWI,17,2
NK,MCO,BWI,20,2
NK,MCO,BWI,21,4
NK,MCO,CLE,6,2
NK,MCO,CLE,15,2
NK,MCO,CLT,6,6
NK,MCO,CLT,9,2
NK,MCO,CLT,10,4
NK,MCO,CLT,21,2
NK,MCO,CLT,23,4
NK,MCO,CMH,20,6
NK,MCO,DFW,14,5
NK,MCO,DFW,16,2
NK,MCO,DFW,20,2
NK,MCO,DFW,21,5
NK,MCO,DTW,5,6
NK,MCO,DTW,18,6
NK,MCO,DTW,20,6
NK,MCO,EWR,7,5
NK,MCO,EWR,9,6
NK,MCO,EWR,11,2
NK,MCO,EWR,14,4
NK,MCO,EWR,15,2
NK,MCO,EWR,16,2
NK,MCO,EWR,18,2
NK,MCO,EWR,20,2
NK,MCO,EWR,21,4
NK,MCO,FLL,5,2
NK,MCO,FLL,6,5
NK,MCO,FLL,20,6
NK,MCO,IAH,5,2
NK,MCO,IAH,9,3
NK,MCO,IAH,17,2
NK,MCO,IAH,18,2
NK,MCO,IAH,19,2
NK,MCO,IND,10,2
NK,MCO,IND,15,2
NK,MCO,LAS,20,2
NK,MCO,LAS,22,3
NK,MCO,LBE,9,5
NK,MCO,LGA,5,6
NK,MCO,LGA,9,6
NK,MCO,LGA,20,5
NK,MCO,MCI,14,5
NK,MCO,MCI,20,6
NK,MCO,MEM,22,6
